filename,edinet_code,symbol,filing_date_parsed,status,token_count,pos_count,neg_count,pos_rate,neg_rate,lmmd_net
S100IRKC_1.xbrl,E00984,4568.T,2020-06-15,ok,5815,81,28,0.013929492691315564,0.004815133276010318,0.009114359415305246
S100LKS9_1.xbrl,E00984,4568.T,2021-06-21,ok,5501,73,36,0.01327031448827486,0.006544264679149246,0.006726049809125613
S100ODRB_1.xbrl,E00984,4568.T,2022-06-27,ok,5588,92,27,0.0164638511095204,0.004831782390837509,0.011632068718682892
S100CPJJ_1.xbrl,E21183,4578.T,2018-03-30,ok,1725,16,22,0.00927536231884058,0.012753623188405797,-0.0034782608695652175
S100FJ7X_1.xbrl,E21183,4578.T,2019-03-29,ok,5844,72,65,0.012320328542094456,0.011122518822724161,0.0011978097193702942
S100ICNQ_1.xbrl,E21183,4578.T,2020-03-30,ok,5794,65,53,0.011218501898515705,0.009147393855712806,0.0020711080428028996
S100L3LV_1.xbrl,E21183,4578.T,2021-03-31,ok,5777,76,71,0.013155617102302232,0.01229011597715077,0.0008655011251514627
S100NTB1_1.xbrl,E21183,4578.T,2022-03-31,ok,5668,73,44,0.012879322512350036,0.0077628793225123505,0.0051164431898376855
S100QJ0T_1.xbrl,E21183,4578.T,2023-03-31,ok,5737,76,53,0.013247341816280286,0.009238277845563884,0.0040090639707164024
S100DHGG_1.xbrl,E01607,6479.T,2018-06-28,ok,3818,56,9,0.014667365112624411,0.002357255107386066,0.012310110005238345
S100G7LR_1.xbrl,E01607,6479.T,2019-06-27,ok,4018,68,26,0.016923842707814832,0.006470881035340966,0.010452961672473868
S100J0U3_1.xbrl,E01607,6479.T,2020-06-26,ok,3721,39,23,0.010481053480247245,0.006181134103735555,0.00429991937651169
S100LT8J_1.xbrl,E01607,6479.T,2021-06-29,ok,3552,42,24,0.011824324324324325,0.006756756756756757,0.005067567567567568
S100OJPE_1.xbrl,E01607,6479.T,2022-06-29,ok,3290,47,18,0.014285714285714285,0.00547112462006079,0.008814589665653495
S100DJ2G_1.xbrl,E01737,6501.T,2018-06-29,ok,5706,92,65,0.016123378899404135,0.011391517700665965,0.00473186119873817
S100G21U_1.xbrl,E01737,6501.T,2019-06-19,ok,5391,78,85,0.014468558708959377,0.015767019105917268,-0.0012984603969578928
S100JMMA_1.xbrl,E01737,6501.T,2020-08-31,ok,8573,113,137,0.01318091683191415,0.015980403592674677,-0.0027994867607605274
S100LNII_1.xbrl,E01737,6501.T,2021-06-23,ok,8643,111,124,0.012842762929538355,0.014346870299664468,-0.0015041073701261135
S100OB34_1.xbrl,E01737,6501.T,2022-06-22,ok,8290,116,104,0.01399276236429433,0.012545235223160435,0.0014475271411338963
S100D9SC_1.xbrl,E01739,6503.T,2018-06-28,ok,3118,35,24,0.011225144323284156,0.007697241821680564,0.003527902501603592
S100G6IU_1.xbrl,E01739,6503.T,2019-06-27,ok,2948,26,35,0.008819538670284939,0.011872455902306648,-0.0030529172320217096
S100IT05_1.xbrl,E01739,6503.T,2020-06-26,ok,6378,61,85,0.009564126685481343,0.01332706177485105,-0.0037629350893697085
S100LPLG_1.xbrl,E01739,6503.T,2021-06-29,ok,6135,57,103,0.009290953545232274,0.016788916055419722,-0.007497962510187449
S100OEWH_1.xbrl,E01739,6503.T,2022-06-29,ok,6455,62,76,0.009604957397366382,0.011773818745158792,-0.002168861347792409
S100DCFO_1.xbrl,E01740,6504.T,2018-06-26,ok,3732,21,41,0.005627009646302251,0.010986066452304395,-0.0053590568060021436
S100G5D4_1.xbrl,E01740,6504.T,2019-06-25,ok,3772,29,37,0.0076882290562036056,0.009809119830328738,-0.0021208907741251328
S100JD1K_1.xbrl,E01740,6504.T,2020-08-06,ok,5232,30,100,0.005733944954128441,0.0191131498470948,-0.013379204892966361
S100LP0P_1.xbrl,E01740,6504.T,2021-06-25,ok,5168,35,97,0.006772445820433437,0.01876934984520124,-0.011996904024767802
S100OI7U_1.xbrl,E01740,6504.T,2022-06-28,ok,4979,35,71,0.007029524000803374,0.014259891544486845,-0.00723036754368347
S100D293_1.xbrl,E01741,6506.T,2018-05-30,ok,930,4,2,0.004301075268817204,0.002150537634408602,0.002150537634408602
S100FVG3_1.xbrl,E01741,6506.T,2019-05-29,ok,3398,22,13,0.006474396703943496,0.0038257798705120657,0.00264861683343143
S100IOOX_1.xbrl,E01741,6506.T,2020-05-28,ok,5712,82,61,0.014355742296918767,0.010679271708683474,0.003676470588235294
S100LETR_1.xbrl,E01741,6506.T,2021-05-27,ok,3317,61,11,0.018390111546578235,0.003316249623153452,0.015073861923424782
S100O4U1_1.xbrl,E01741,6506.T,2022-05-27,ok,3348,54,10,0.016129032258064516,0.002986857825567503,0.013142174432497013
S100D69Z_1.xbrl,E01975,6594.T,2018-06-21,ok,6745,53,37,0.007857672349888807,0.005485544848035582,0.0023721275018532247
S100G1N0_1.xbrl,E01975,6594.T,2019-06-19,ok,6646,49,49,0.007372855853144749,0.007372855853144749,0.0
S100ISN0_1.xbrl,E01975,6594.T,2020-06-18,ok,6320,51,61,0.008069620253164557,0.009651898734177215,-0.0015822784810126582
S100LMP5_1.xbrl,E01975,6594.T,2021-06-23,ok,6212,68,44,0.010946555054732776,0.0070830650354153256,0.0038634900193174502
S100OA6Q_1.xbrl,E01975,6594.T,2022-06-20,ok,5906,57,33,0.009651202167287504,0.005587538096850661,0.004063664070436844
