Ticker,filing_date,alpha,beta
3092.T,2018-06-27,0.0016148827454835848,1.3375251999588589
3289.T,2018-06-27,0.0004363818316363108,1.0865000821786897
3407.T,2018-06-27,0.0008575142451957906,1.1864946023049485
4021.T,2018-06-27,0.0022012370082722787,1.446021124825366
4042.T,2018-06-27,-0.0020926242848339177,1.3156405476904907
4307.T,2018-06-27,0.000922168185326298,1.1504603816892918
5020.T,2018-06-27,6.715301133245247e-05,1.1706190346438041
5802.T,2018-06-27,-0.000627687057818992,1.2487799616635245
6113.T,2018-06-27,-0.001715038806982603,1.44548063279386
6146.T,2018-06-27,-0.001089560547964243,1.2514803684081965
6273.T,2018-06-27,-5.814019861266422e-06,1.6208288371836865
6472.T,2018-06-27,-0.0008557637979996307,1.2241660623563753
6473.T,2018-06-27,-0.0008952410461798023,1.5584246342797758
7004.T,2018-06-27,0.00017606426383933905,0.8317227979827637
7012.T,2018-06-27,-0.0010301941237388142,1.3287296625201028
7261.T,2018-06-27,-0.0004492903907213319,0.7109414317501267
7735.T,2018-06-27,0.0007564180950755006,1.2729573950435673
7752.T,2018-06-27,-0.00010587145654603449,0.9004708587590233
8795.T,2018-06-27,-0.00044984318469140714,1.1035174970074073
9432.T,2018-06-27,0.00015731082787402627,0.6533975126633841
1803.T,2018-06-28,-0.00022995395407697164,1.0598748440850394
1808.T,2018-06-28,0.00013229036181214277,1.161252727595092
1925.T,2018-06-28,-0.0003217569756837848,1.2322640908199332
1963.T,2018-06-28,0.0012939587553355226,1.2468505093151447
2269.T,2018-06-28,-4.851247355403194e-06,0.6415439289809691
3861.T,2018-06-28,0.0001567333240879274,1.0977542294967388
4208.T,2018-06-28,-7.478461533303344e-05,0.8751576613858432
4502.T,2018-06-28,-0.0029336351614161716,0.9276176582828377
4661.T,2018-06-28,0.0011294572338581923,0.8075062023293704
5019.T,2018-06-28,-0.0012207191124520482,1.433949816086842
5631.T,2018-06-28,-0.0008323770306849743,1.2832962868810573
5706.T,2018-06-28,-0.0022739792194609596,1.3754886291984056
6302.T,2018-06-28,-0.0014323135402309634,1.2263238967032486
6367.T,2018-06-28,0.00017507215122298045,1.4453358278905293
6479.T,2018-06-28,-0.0006100432618026851,1.4377291555961662
6503.T,2018-06-28,-0.0012053719616898447,1.2183904605741318
6674.T,2018-06-28,-0.0001653038965361133,1.0559203630141163
6762.T,2018-06-28,0.0017465923454424654,1.4310784896866258
6857.T,2018-06-28,0.002760056481152408,0.9807544366036381
6952.T,2018-06-28,0.000952400159025027,0.9348270000253649
6963.T,2018-06-28,-0.001418285722856055,1.3926798391994284
6981.T,2018-06-28,0.001160503248462407,0.8383856606739495
7201.T,2018-06-28,6.685261424647186e-05,0.559283291247594
7202.T,2018-06-28,-0.0018587307506368676,1.2281938879207246
7269.T,2018-06-28,4.0351043527809226e-05,0.8275136686985252
7731.T,2018-06-28,-0.0019182849275501325,1.033039843333544
7911.T,2018-06-28,-0.0007684265472057963,1.0498917565853072
7912.T,2018-06-28,-6.0661240705869185e-05,1.0643425062615257
8304.T,2018-06-28,0.00027723203889763536,0.7056153649730624
8316.T,2018-06-28,-0.00010706413477734898,0.9437681980015016
8331.T,2018-06-28,-0.00037648509446410686,1.2651105823178577
8354.T,2018-06-28,-3.9508411359635864e-05,1.2341608032653006
8601.T,2018-06-28,-0.0003748622929342152,0.97352145095399
8630.T,2018-06-28,0.0014070126722558504,0.948287915313736
8801.T,2018-06-28,0.0014773409905146223,1.1518422759642541
8802.T,2018-06-28,0.0007167817689851985,1.1703850277872943
9005.T,2018-06-28,0.0010878957218366713,0.6868713479642906
9007.T,2018-06-28,0.00017365155293002857,0.7526752114265355
9008.T,2018-06-28,0.0005678301300281807,0.7899729939229957
9009.T,2018-06-28,0.0006652537641007686,1.0685487194579548
9501.T,2018-06-28,0.0020682333292132427,1.046471338966606
9502.T,2018-06-28,0.00226907224875855,0.5791870219377963
9503.T,2018-06-28,0.0018587369332312927,0.7395137171684383
9531.T,2018-06-28,0.0018937437553085295,0.8358440816989278
9766.T,2018-06-28,-0.0013393085443111057,1.1804624565535924
1801.T,2018-06-29,0.0014268939640954287,0.996567116981067
4063.T,2018-06-29,0.0002675626579009868,1.4512212429058313
4901.T,2018-06-29,-0.00016410626037021634,1.3128455122296216
5233.T,2018-06-29,-0.001324458647013866,1.1693063964569124
5803.T,2018-06-29,-0.0017279103367712338,1.6636262201001697
6501.T,2018-06-29,-0.000412345243555131,1.1564750421163446
6752.T,2018-06-29,-0.00032227143991147645,1.1037735842340257
6954.T,2018-06-29,-0.0007432976049750469,1.3836940530445032
6976.T,2018-06-29,0.004345569768011846,1.26904562404972
7974.T,2018-06-29,0.0010315828759361518,0.8503559265637918
8309.T,2018-06-29,0.0007114897189957436,0.8615931154641917
8830.T,2018-06-29,0.0015432754309367678,1.094927111972144
9202.T,2018-06-29,-0.00027466628344961135,0.5330204704414049
9532.T,2018-06-29,0.001236230091950993,0.7701889132131601
6920.T,2018-09-27,0.0005238312714688199,1.1695884037909203
9983.T,2018-11-30,0.002590068443018592,0.8084507509511287
4751.T,2018-12-19,-0.0016903003365332835,1.636697349959783
4151.T,2019-03-14,0.0013053771661809901,0.8453312364155282
5108.T,2019-03-22,0.0013720777632789487,0.760062179971955
6326.T,2019-03-22,-0.00017022144525434416,1.2073820688684205
4452.T,2019-03-26,0.0011687245582411685,1.0302527375517638
4704.T,2019-03-26,-0.0009461976558605466,1.163047323843945
4911.T,2019-03-26,0.0007673024763473237,1.2801061767439221
2502.T,2019-03-27,0.0010463664942300314,0.9200963320695998
3405.T,2019-03-27,0.00035489448908363743,1.011800021972669
3659.T,2019-03-27,0.0031928590346437112,1.3874219050363295
8804.T,2019-03-27,0.0008161784300717583,0.9605731777650459
2503.T,2019-03-28,-0.00014176188255704309,1.0656414182828184
3436.T,2019-03-28,0.0015349509568368448,1.7914994847596406
4004.T,2019-03-28,-0.0008162309309357888,1.7115625905911103
4324.T,2019-03-28,0.00042637896229686257,1.0617943692886622
4519.T,2019-03-28,0.0017326822888936648,0.8469219835885515
4755.T,2019-03-28,0.0014219057622729438,1.0996786982179032
5101.T,2019-03-28,0.0007844017891347978,1.112799406851679
5201.T,2019-03-28,-0.0009968849829905834,0.8854773847391466
5301.T,2019-03-28,-0.0009754216726034646,1.5740313384323505
6723.T,2019-03-28,0.0013100198783224611,1.9724064566638602
7272.T,2019-03-28,-0.0009816833083023636,1.2536577042944113
7751.T,2019-03-28,1.793483346141506e-05,0.7222335849784807
2501.T,2019-03-29,0.0014716002124475645,0.8545679386281584
4578.T,2019-03-29,-0.0004151237648455095,1.1107839527659868
5214.T,2019-03-29,0.0001778500458666861,1.1190236400656293
6361.T,2019-03-29,-0.0001785167076971553,1.346654354405971
1928.T,2019-04-26,0.001571815808346525,0.6896368150558867
9843.T,2019-05-17,-0.000287521026832923,0.7051255446776904
7453.T,2019-05-23,-0.002265051548880075,1.1853379102530588
8233.T,2019-05-23,-0.003285541520678591,0.7441621537853103
9602.T,2019-05-23,0.0017868324419263162,0.5830790693244338
3382.T,2019-05-24,-0.0023836415653574862,0.5463128703302751
3086.T,2019-05-27,-0.0015242820045493985,1.0493194001650803
6506.T,2019-05-29,0.002902580242526958,1.7827313514544156
6532.T,2019-05-30,0.005656952898983464,1.727952472801497
8267.T,2019-05-30,-0.002509734726160558,1.0118747797913112
7741.T,2019-06-07,0.0022027306876782576,1.151281219337712
8697.T,2019-06-12,-0.0003040845457894258,0.896927304657366
4568.T,2019-06-17,0.0033624674134920406,1.15733770142367
4689.T,2019-06-17,0.00042170044749359535,0.6231160114032692
6301.T,2019-06-17,-0.00012882138339103945,1.4429429911685459
6861.T,2019-06-17,0.001564372818862394,1.1915275899950295
4503.T,2019-06-18,-0.0004955206316198422,1.147073242790601
4507.T,2019-06-18,-0.0002762122780507323,0.9093903922084331
6758.T,2019-06-18,0.00023925373116819298,1.043480344220476
8035.T,2019-06-18,0.0016604483892717807,1.3552596378854314
4902.T,2019-06-19,0.0003789817013045393,0.8137735262887805
6501.T,2019-06-19,0.0018354391845882478,1.2770954378261272
6594.T,2019-06-19,0.0009796531766655828,1.3542925779852049
6645.T,2019-06-19,0.0027374472513967945,1.6891101727273514
7205.T,2019-06-19,-0.001443147330479918,1.0447353804031607
7267.T,2019-06-19,-0.00021236430725071498,1.0019477799703502
9101.T,2019-06-19,-0.0005065985711526846,0.9437399985200766
9201.T,2019-06-19,-0.000768066557847427,0.4943558123677398
9984.T,2019-06-19,0.0024271285805274137,1.12018581103389
2768.T,2019-06-20,-0.0007330759260030695,0.9903671295290388
3401.T,2019-06-20,0.00012126562101414192,0.8553669911837178
4061.T,2019-06-20,0.00019013537491453715,1.3217418252486826
4506.T,2019-06-20,-0.0036402245687172613,0.967175543496404
4523.T,2019-06-20,-0.0032708755743596726,0.7628540014088326
5406.T,2019-06-20,-0.0015581346631487727,1.1104401398420054
6098.T,2019-06-20,0.0021013866680411734,1.3041339505506473
6178.T,2019-06-20,-0.0003571072103418919,0.4329106646156584
7013.T,2019-06-20,-0.0024722623398580716,1.485273276991538
7186.T,2019-06-20,-0.0005619494439051397,1.1372848348842801
8031.T,2019-06-20,0.00022734996159360363,1.0441065578132898
8252.T,2019-06-20,0.0005770658684622359,0.7901138322754016
8253.T,2019-06-20,-0.0011541265783139335,0.8869270884239738
9433.T,2019-06-20,0.0008277423827058621,0.5121586007693122
4005.T,2019-06-21,-0.0007914888330315343,1.2148615432160912
5333.T,2019-06-21,7.593747813759886e-05,1.0234632675900228
5411.T,2019-06-21,-0.001240382661176829,1.0043603187158587
5711.T,2019-06-21,-0.0004015097518356581,0.9246207098356609
5802.T,2019-06-21,-0.0006589396424347776,1.1052315489606486
6103.T,2019-06-21,0.00104734881188798,1.234227681165532
6770.T,2019-06-21,-0.002164527703386601,1.2094380756501988
6988.T,2019-06-21,-0.0005814470952117602,1.0314482313988562
7203.T,2019-06-21,-5.526891350044936e-06,0.8964035150639833
7211.T,2019-06-21,-0.0024384807247999456,1.2985550382342486
8001.T,2019-06-21,0.0006027443667843631,0.8984784894673963
8002.T,2019-06-21,-0.0010708682547210223,1.3364532760494687
8053.T,2019-06-21,4.294368012797606e-05,1.0326307295425412
8058.T,2019-06-21,-0.0004400033693067448,0.9202867302131966
8766.T,2019-06-21,0.0006983782748201003,0.7519666578497078
9001.T,2019-06-21,0.0008332645551730874,0.8327667497939435
9020.T,2019-06-21,0.0007436442054513067,0.8547884395174338
9021.T,2019-06-21,0.0013805272124596364,0.6362886229374676
9022.T,2019-06-21,0.0003222710749743176,0.7889423907509435
9064.T,2019-06-21,-0.0023749738019142722,0.8707977455912209
9107.T,2019-06-21,-0.0012915130418165647,1.403797060489279
9503.T,2019-06-21,-0.002258163579737431,0.5936699684133477
2432.T,2019-06-24,0.0013926573416397576,0.45540945248294556
4043.T,2019-06-24,0.00035605324611305306,1.2542712094905488
4543.T,2019-06-24,0.0003440058786061297,0.9436824324419549
6701.T,2019-06-24,0.0017577816866019016,0.6445106802311497
6702.T,2019-06-24,0.0008630867112552804,0.8741400669951632
7270.T,2019-06-24,0.001389628795978621,1.188299488428435
7832.T,2019-06-24,0.0019461186428974388,0.8706948023439672
8411.T,2019-06-24,-0.0009621829533192749,0.5567860423574462
8725.T,2019-06-24,0.0010445204109252432,0.6083540201649661
9202.T,2019-06-24,-0.0002876129324835829,0.5997055078203798
9532.T,2019-06-24,-0.0004162450388053981,0.7627491382933687
1721.T,2019-06-25,-0.00010673217606762736,0.8488660525182782
1925.T,2019-06-25,-0.0002981120502873926,0.9369694061599195
2801.T,2019-06-25,-0.0020052486037967897,1.0397890775413974
2802.T,2019-06-25,4.743390868387429e-05,0.7224732307162339
2871.T,2019-06-25,-0.0010906997068038118,0.4443208516332701
3402.T,2019-06-25,-0.0004476184443236355,1.055127214481649
3407.T,2019-06-25,0.000515271839004796,1.262983346473756
4183.T,2019-06-25,-0.00039523567900614826,1.260510022519547
4188.T,2019-06-25,-0.0010337676434911591,1.1728901850049074
4307.T,2019-06-25,0.0018051992109728847,0.9902157342692693
5332.T,2019-06-25,0.0006403469307134354,0.9859858961764709
5401.T,2019-06-25,-0.0005074649789573058,0.9180653522574623
5631.T,2019-06-25,-0.0008388074826184241,1.6405730081925833
5713.T,2019-06-25,-0.0004548362122194845,1.3430169852565252
5714.T,2019-06-25,-5.509251271845703e-05,0.8405563902947901
6146.T,2019-06-25,0.0018562583801489416,1.5969500948438078
6305.T,2019-06-25,0.0003534476194746556,1.4573844591097018
6471.T,2019-06-25,-0.0003637846750007421,1.1998697795645512
6504.T,2019-06-25,0.0011250198799822061,1.539125614229427
6841.T,2019-06-25,0.0009164756317035353,1.303648990244832
6971.T,2019-06-25,0.002108377500433034,0.9693776214390625
7733.T,2019-06-25,0.005604050569895313,1.0329893777140948
7951.T,2019-06-25,0.00025973927396881464,1.0906630563831048
8015.T,2019-06-25,-0.00038962417901981377,1.2108237855977204
8308.T,2019-06-25,-0.0012857507459477465,0.7741395688109707
9104.T,2019-06-25,-0.00048273769291134317,1.3496827665098758
9434.T,2019-06-25,0.0015728604218520506,0.3128585979693904
1332.T,2019-06-26,0.00041205212528969186,0.5811806477475934
1605.T,2019-06-26,-0.0006422439070430828,1.0508823198476327
1802.T,2019-06-26,-0.00015922077190611158,0.986336088510974
1812.T,2019-06-26,0.00012767041125641545,1.113056273357168
2002.T,2019-06-26,0.001308394348583065,0.8811274643792915
2282.T,2019-06-26,0.0007569701392150404,0.6246534723337982
3092.T,2019-06-26,-0.0014252408044168972,1.4041493068437727
3289.T,2019-06-26,0.0013270531961211334,0.9393948208948788
4021.T,2019-06-26,-0.00258052076047753,0.8451980506075529
4042.T,2019-06-26,-2.8974729797849794e-05,1.1843794623097688
5020.T,2019-06-26,-0.0005911028778751455,1.1402893279815727
6113.T,2019-06-26,0.0012708760556175047,1.2682391096694936
6473.T,2019-06-26,-0.0005071300942623546,1.435242502784094
6753.T,2019-06-26,-0.0008795894518357951,2.1248103302248467
6902.T,2019-06-26,-0.0011901719393168201,1.1220328966351412
7004.T,2019-06-26,0.0010168429151529935,0.9341350782535994
7012.T,2019-06-26,0.0002096852190552024,1.338802352758677
7202.T,2019-06-26,-0.002126319693818627,1.3940598201062988
7735.T,2019-06-26,-0.0014340269576639249,1.6500134839417027
7752.T,2019-06-26,-0.00012458679385151717,0.8484789358700404
8304.T,2019-06-26,-0.0022992505533393427,0.8539985160186374
8795.T,2019-06-26,-0.0016068571783329356,1.300910083484518
9432.T,2019-06-26,0.001050004017643621,0.5135628177442537
9735.T,2019-06-26,0.00041781355855974377,0.6056800155957095
1801.T,2019-06-27,-0.0012480683003334753,0.9000187811539863
1803.T,2019-06-27,0.0002936178361961463,0.9191168570512009
1808.T,2019-06-27,-0.0001933475752902645,1.0355027554675638
1963.T,2019-06-27,5.984455284762421e-06,1.7964170662061993
2269.T,2019-06-27,-0.0013568029541991254,0.6235953152000829
3861.T,2019-06-27,-9.150568507563019e-05,0.8775864928909842
4208.T,2019-06-27,-0.00027655681723280575,1.3603132584308169
4502.T,2019-06-27,0.00014753258184787828,0.8731186956761009
4661.T,2019-06-27,0.0016923149348161287,0.6974106040191942
5019.T,2019-06-27,-0.0009252549663971124,1.4976400133549939
5706.T,2019-06-27,0.0004699788341265532,1.6333311582519032
5801.T,2019-06-27,0.0011435679531431944,1.5455044468139525
5803.T,2019-06-27,-0.0015295939122298076,1.4622448642134362
6273.T,2019-06-27,0.0009707610030526407,1.4035988823078775
6302.T,2019-06-27,9.79363143572456e-05,1.335085893521715
6367.T,2019-06-27,0.0013334257906170756,1.281091855085735
6479.T,2019-06-27,0.0005558758779119993,1.4992696322174222
6503.T,2019-06-27,0.0013330329546121886,1.2551990449023807
6674.T,2019-06-27,-0.0015811881545673187,1.3340150541509703
6724.T,2019-06-27,0.0007129539361335789,0.8117540467513966
6762.T,2019-06-27,0.0004683304155674763,1.242616275586923
6857.T,2019-06-27,0.0024180008843903288,1.213026597821935
6952.T,2019-06-27,-0.0007505290842532761,0.9515962389157371
6963.T,2019-06-27,0.00013407830066592175,1.3882487291339567
7011.T,2019-06-27,0.0017197612523117923,0.6086645209314081
7201.T,2019-06-27,-0.0012023818748068452,0.7697843584964087
7261.T,2019-06-27,-0.00035572177410785717,1.0867942139950255
7731.T,2019-06-27,-0.0004646435347212676,1.3016452917838377
7911.T,2019-06-27,-4.000079526457266e-05,0.9873854883855054
7912.T,2019-06-27,0.00037025042368676333,0.894301308792267
8306.T,2019-06-27,-0.0007081385008182753,0.8252448376610612
8316.T,2019-06-27,0.0003884337943620905,0.7913423195060597
8331.T,2019-06-27,-0.0012591527614216724,1.0125338857216526
8354.T,2019-06-27,-0.001559630257080791,1.1581077624849379
8601.T,2019-06-27,-0.0017787069088597402,0.91848463625022
8630.T,2019-06-27,0.0011289280779569469,0.8385464674348866
8801.T,2019-06-27,0.00017314083029517432,0.8891714595942063
8802.T,2019-06-27,0.001193852879288753,0.8413736018155368
9005.T,2019-06-27,0.0007426484100419594,0.6967928807567138
9007.T,2019-06-27,0.001103253663704831,0.6876560317205991
9008.T,2019-06-27,0.0013942935372317853,0.5580441722512276
9009.T,2019-06-27,0.001756006473982284,0.8071040627289366
9501.T,2019-06-27,-0.001958571290582492,0.6468181237110343
9502.T,2019-06-27,-0.000779985247007675,0.7530632634445702
9531.T,2019-06-27,-0.00040558619050661286,0.5238250969200708
9766.T,2019-06-27,0.0012406428494307952,0.7327530891526786
2413.T,2019-06-28,0.0033665511026630037,1.3308180361000512
4063.T,2019-06-28,0.0005595811119125953,1.1097244847554608
4901.T,2019-06-28,0.0019875974374915168,0.7890229396480756
5233.T,2019-06-28,-0.0003469121894694174,0.8987032472022669
6472.T,2019-06-28,-0.0008970593359109439,1.4401142763787793
6752.T,2019-06-28,-0.0011222158695609545,1.250002312403427
6954.T,2019-06-28,0.0012630378586998515,1.1382756153054048
6976.T,2019-06-28,0.001999208575623508,2.025683121382869
7269.T,2019-06-28,-0.0006438721315931261,0.8569281776347739
7974.T,2019-06-28,0.0031409144488833704,1.1654492508782932
8830.T,2019-06-28,-4.96605181113331e-05,0.5393555063857748
4385.T,2019-09-27,-0.0019069253443763628,1.3372473966446148
6920.T,2019-09-30,0.0041507182383225694,1.8587327412453356
3697.T,2019-11-28,-0.0007077810574465556,1.5176590734970064
9983.T,2019-11-29,0.00023511181279483028,0.4302222951993591
4751.T,2019-12-20,-0.0007721884738836238,0.6521539556728218
4151.T,2020-03-12,0.002573975848713021,0.7077605565536197
2914.T,2020-03-19,-0.00023416708207781093,0.6322826479316148
6326.T,2020-03-19,-0.0009302574973924522,1.3839051049694135
5108.T,2020-03-24,-0.0009276312831976992,0.8577925055092415
4452.T,2020-03-25,0.00027145216925336825,0.6015255508484862
4911.T,2020-03-25,-0.0023036442121427978,0.8450321885245712
8804.T,2020-03-25,0.0010726316052335767,0.7386331081464386
1605.T,2020-03-26,2.536879842598937e-05,1.0169996552049525
2502.T,2020-03-26,-0.001716276184306212,0.8453353143959463
3405.T,2020-03-26,-0.0010157255367170249,1.4324898535688593
3436.T,2020-03-26,0.0024371502847475883,1.3840948546799814
3659.T,2020-03-26,0.0032727960473936555,0.5947240516515839
4004.T,2020-03-26,-0.0010104891605424021,1.1265076224687403
4704.T,2020-03-26,0.0013358812215819112,0.6833284570856551
7272.T,2020-03-26,-0.00016390194676870628,1.3693679667565297
2503.T,2020-03-27,-6.720610216020894e-05,0.9257777190294884
4324.T,2020-03-27,-0.0021518284423567378,1.2554030464400117
4755.T,2020-03-27,-0.0006839802970487885,0.6470191475058017
5101.T,2020-03-27,-0.0010387929815354364,1.2140622299183186
5201.T,2020-03-27,0.00019293170367795334,1.2966372731420894
5301.T,2020-03-27,-0.0004870595551195421,0.7246019858638912
