Ticker,EventDate,Sentiment,CAR
4151.T,2018-03-16,0.0042630937880633,0.010904066125082499
4151.T,2019-03-14,0.0091443500979751,0.0056842225807693355
4151.T,2020-03-12,0.0082111436950146,-0.022021617205981642
4151.T,2021-03-09,0.010091743119266,-0.014617980427761293
4151.T,2022-03-08,0.0091299677765843,0.01711959803302317
4151.T,2023-03-09,0.0101540023692672,-0.0022571110257015485
4502.T,2018-06-28,-0.0065186751233262,0.02517546584934847
4502.T,2019-06-27,-0.0053506231902303,-0.01625286513524455
4502.T,2020-06-24,-0.0062065275548421,0.001406471055220176
4502.T,2021-06-29,-0.0051457975986277,-0.006560444939262853
4502.T,2022-06-29,-0.0040099707380513,0.0037739914193692494
4503.T,2018-06-15,0.0,0.014237048856147766
4503.T,2019-06-18,0.0037115588547189,0.011004591214860493
4503.T,2020-06-18,0.0046475600309837,-0.010717489329616418
4503.T,2021-06-18,0.0039598732840549,0.00801844312490185
4503.T,2022-06-20,0.0047381546134663,0.02961876968588882
4506.T,2018-06-19,0.0038295835327908,0.0010849421951474227
4506.T,2019-06-20,-0.0004941932295527,-0.007994338300270156
4506.T,2020-06-23,0.0074582924435721,0.0019653251605974403
4506.T,2021-06-24,0.0058530240624322,0.01251857682411205
4506.T,2022-06-23,0.0075075075075075,0.02180748435340892
4507.T,2018-06-20,0.0066115702479338,0.015590745430530196
4507.T,2019-06-18,0.0014641288433382,0.015906907561338904
4507.T,2020-06-24,0.0012218963831867,-0.007759558107815697
4507.T,2021-06-23,0.0102643856920684,-0.005686845330226266
4507.T,2022-06-24,0.0135052179251074,0.04426313440378753
4519.T,2018-03-22,-0.0029498525073746,0.039239031252550585
4519.T,2019-03-28,0.009234320892651,-0.003929742689569452
4519.T,2020-03-30,0.0085188770571151,0.08096729060862463
4519.T,2021-03-23,0.0072409951726698,-0.0016516531220790217
4519.T,2022-03-29,0.0116185897435897,0.0028416268251226437
4519.T,2023-03-30,0.0095914742451154,-0.007877166260448456
4523.T,2018-06-20,0.0063035804336863,0.01980210884186448
4523.T,2019-06-20,0.010214250124564,0.01611567382195701
4523.T,2020-06-19,0.0104666375926733,-0.006499272968313413
4523.T,2021-06-18,0.0092351408950982,0.065778602457422
4568.T,2018-06-18,0.0048952950775088,0.008786119306462363
4568.T,2019-06-17,0.0036196911196911,0.02149497811040948
4568.T,2020-06-15,0.0091143594153052,0.0005334950504573936
4568.T,2021-06-21,0.0067260498091256,-0.004931741717561149
4568.T,2022-06-27,0.0116320687186828,-0.007609708641463488
4578.T,2018-03-30,-0.0034782608695652,0.0009419439170398535
4578.T,2019-03-29,0.0011978097193702,0.007785228052298948
4578.T,2020-03-30,0.0020711080428028,0.056444368671840946
4578.T,2021-03-31,0.0008655011251514,-0.005841559139504895
4578.T,2022-03-31,0.0051164431898376,-0.0006242349467441514
4578.T,2023-03-31,0.0040090639707164,-0.006513971395733752
6479.T,2018-06-28,0.0123101100052383,0.021957859502096257
6479.T,2019-06-27,0.0104529616724738,0.01622646889686598
6479.T,2020-06-26,0.0042999193765116,-0.010608419554530136
6479.T,2021-06-29,0.0050675675675675,0.013773277526524174
6479.T,2022-06-29,0.0088145896656534,-0.009087031756122589
6501.T,2018-06-29,0.0047318611987381,0.008248813119566514
6501.T,2019-06-19,-0.0012984603969578,-0.011143185688425688
6501.T,2020-08-31,-0.0027994867607605,-0.012513286286376468
6501.T,2021-06-23,-0.0015041073701261,-0.004368355191648708
6501.T,2022-06-22,0.0014475271411338,-0.002918630163190937
6503.T,2018-06-28,0.0035279025016035,0.028258565667176404
6503.T,2019-06-27,-0.0030529172320217,0.014232284393483787
6503.T,2020-06-26,-0.0037629350893697,-0.0033258023870105305
