Ticker,EventDate,Sentiment,CAR
4151.T,2018-03-16,0.0042630937880633,0.020958287304833102
4151.T,2019-03-14,0.0091443500979751,0.0371109750916187
4151.T,2020-03-12,0.0082111436950146,-0.1435432021938042
4151.T,2021-03-09,0.010091743119266,0.005750821471247556
4151.T,2022-03-08,0.0091299677765843,-0.010512370738132845
4151.T,2023-03-09,0.0101540023692672,0.007062090247524224
4502.T,2018-06-28,-0.0065186751233262,0.04390705112741646
4502.T,2019-06-27,-0.0053506231902303,-0.00420355867836586
4502.T,2020-06-24,-0.0062065275548421,-0.013818853259485115
4502.T,2021-06-29,-0.0051457975986277,0.003443516786475303
4502.T,2022-06-29,-0.0040099707380513,0.022879179452813612
4503.T,2018-06-15,0.0,0.04379136227149383
4503.T,2019-06-18,0.0037115588547189,-0.01716105838460557
4503.T,2020-06-18,0.0046475600309837,0.051251247597564505
4503.T,2021-06-18,0.0039598732840549,0.04543997335780952
4503.T,2022-06-20,0.0047381546134663,0.07221941941378852
4506.T,2018-06-19,0.0038295835327908,0.04881537005648319
4506.T,2019-06-20,-0.0004941932295527,-0.03659797952315519
4506.T,2020-06-23,0.0074582924435721,0.029076297502635698
4506.T,2021-06-24,0.0058530240624322,0.02024536292004117
4506.T,2022-06-23,0.0075075075075075,0.04110490214863296
4507.T,2018-06-20,0.0066115702479338,0.004460998823756693
4507.T,2019-06-18,0.0014641288433382,0.018544249520787898
4507.T,2020-06-24,0.0012218963831867,-0.004789186318433822
4507.T,2021-06-23,0.0102643856920684,0.022455082500115117
4507.T,2022-06-24,0.0135052179251074,0.01551938032696612
4519.T,2018-03-22,-0.0029498525073746,0.004400337372700249
4519.T,2019-03-28,0.009234320892651,0.0024008978814263077
4519.T,2020-03-30,0.0085188770571151,0.034635439004261755
4519.T,2021-03-23,0.0072409951726698,-0.02724540942270276
4519.T,2022-03-29,0.0116185897435897,-0.006707007101873625
4519.T,2023-03-30,0.0095914742451154,0.002501512758550848
4523.T,2018-06-20,0.0063035804336863,0.016215669161142365
4523.T,2019-06-20,0.010214250124564,-0.010587283155208096
4523.T,2020-06-19,0.0104666375926733,0.042008642570865354
4523.T,2021-06-18,0.0092351408950982,0.1326857392472598
4568.T,2018-06-18,0.0048952950775088,0.157939729011108
4568.T,2019-06-17,0.0036196911196911,-0.026545750787320327
4568.T,2020-06-15,0.0091143594153052,-0.010031836742173799
4568.T,2021-06-21,0.0067260498091256,-0.056608017239936956
4568.T,2022-06-27,0.0116320687186828,0.08138747494244329
4578.T,2018-03-30,-0.0034782608695652,0.01954569032993646
4578.T,2019-03-29,0.0011978097193702,-0.015222623704605372
4578.T,2020-03-30,0.0020711080428028,0.10829433675387969
4578.T,2021-03-31,0.0008655011251514,-0.007271782922918508
4578.T,2022-03-31,0.0051164431898376,0.006529081978969146
4578.T,2023-03-31,0.0040090639707164,0.040566081345404445
6479.T,2018-06-28,0.0123101100052383,0.05288725112023347
6479.T,2019-06-27,0.0104529616724738,0.05042892344377127
6479.T,2020-06-26,0.0042999193765116,0.005953113434005848
6479.T,2021-06-29,0.0050675675675675,0.0629199912302382
6479.T,2022-06-29,0.0088145896656534,-0.006340729262820373
6501.T,2018-06-29,0.0047318611987381,-0.005169705538998797
6501.T,2019-06-19,-0.0012984603969578,-0.014831506371712629
6501.T,2020-08-31,-0.0027994867607605,-0.018648955733782214
6501.T,2021-06-23,-0.0015041073701261,0.04459925780511546
6501.T,2022-06-22,0.0014475271411338,-0.03774949782415951
6503.T,2018-06-28,0.0035279025016035,0.007245972180844197
