sentiment_col,window_start,window_end,nobs,beta,se_cluster,p_value,r2
lmmd_net,-3,3,1087,0.0041423300706523855,0.0012984352633903305,0.0014215091559686135,0.010413231764903053
lmmd_net,-2,2,1087,0.003786960229541692,0.001049929839095306,0.000309913066304911,0.013135880481757845
lmmd_net,-1,1,1087,0.003161693964578624,0.0008898268024852566,0.0003806378180387614,0.013338005172692458
lmmd_net,0,0,1087,0.0015083945847664108,0.0004672905322930073,0.001246769305733588,0.008850305166391403
lmmd_net,0,1,1087,0.0024193619907651167,0.000752758312628593,0.0013090162704443725,0.012311342068408004
