sentiment_col,window_start,window_end,nobs,beta,se_cluster,p_value,r2
document_score,-3,3,1087,0.0020152315837494747,0.0012440151404976142,0.10524487319484317,0.002464597782870448
document_score,-2,2,1087,0.00200146637172995,0.0010252736788730645,0.05092290368845521,0.0036692245873390927
document_score,-1,1,1087,0.002502141370001484,0.0008894318227362657,0.00490525445167542,0.008353623702795243
document_score,0,0,1087,0.0015100186665415953,0.0005315855107232533,0.004502958550623238,0.008869373595139396
document_score,0,1,1087,0.0021972182855886607,0.0007250103308453861,0.0024406614635341783,0.010154302585943409
