date,symbol,series_kind,open,high,low,close,adj_close,volume,trading_date
2018-04-03,TOPIX,TOPIX_INDEX_JPX,1690.35,1707.81,1687.0,1703.8,1703.8,,2018-04-03
2018-04-04,TOPIX,TOPIX_INDEX_JPX,1710.04,1711.88,1699.48,1706.13,1706.13,,2018-04-04
2018-04-05,TOPIX,TOPIX_INDEX_JPX,1719.81,1732.32,1711.94,1724.61,1724.61,,2018-04-05
2018-04-06,TOPIX,TOPIX_INDEX_JPX,1723.59,1732.15,1719.3,1719.3,1719.3,,2018-04-06
2018-04-09,TOPIX,TOPIX_INDEX_JPX,1716.28,1730.55,1715.55,1725.88,1725.88,,2018-04-09
2018-04-10,TOPIX,TOPIX_INDEX_JPX,1720.97,1742.4,1717.77,1731.94,1731.94,,2018-04-10
2018-04-11,TOPIX,TOPIX_INDEX_JPX,1735.73,1735.73,1725.3,1725.3,1725.3,,2018-04-11
2018-04-12,TOPIX,TOPIX_INDEX_JPX,1723.51,1725.48,1717.52,1718.52,1718.52,,2018-04-12
2018-04-13,TOPIX,TOPIX_INDEX_JPX,1728.15,1735.82,1724.93,1729.36,1729.36,,2018-04-13
2018-04-16,TOPIX,TOPIX_INDEX_JPX,1732.09,1737.57,1729.04,1736.22,1736.22,,2018-04-16
2018-04-17,TOPIX,TOPIX_INDEX_JPX,1733.38,1737.92,1726.68,1729.98,1729.98,,2018-04-17
2018-04-18,TOPIX,TOPIX_INDEX_JPX,1733.74,1751.65,1733.06,1749.67,1749.67,,2018-04-18
2018-04-19,TOPIX,TOPIX_INDEX_JPX,1756.57,1761.61,1748.93,1750.18,1750.18,,2018-04-19
2018-04-20,TOPIX,TOPIX_INDEX_JPX,1748.41,1756.79,1745.28,1751.13,1751.13,,2018-04-20
2018-04-23,TOPIX,TOPIX_INDEX_JPX,1753.16,1757.46,1749.04,1750.79,1750.79,,2018-04-23
2018-04-24,TOPIX,TOPIX_INDEX_JPX,1762.87,1770.3,1756.39,1769.75,1769.75,,2018-04-24
2018-04-25,TOPIX,TOPIX_INDEX_JPX,1758.81,1769.32,1756.45,1767.73,1767.73,,2018-04-25
2018-04-26,TOPIX,TOPIX_INDEX_JPX,1772.9,1774.28,1768.02,1772.13,1772.13,,2018-04-26
2018-04-27,TOPIX,TOPIX_INDEX_JPX,1778.56,1780.38,1771.58,1777.23,1777.23,,2018-04-27
2018-05-01,TOPIX,TOPIX_INDEX_JPX,1774.36,1775.14,1767.57,1774.18,1774.18,,2018-05-01
2018-05-02,TOPIX,TOPIX_INDEX_JPX,1776.89,1776.89,1768.18,1771.52,1771.52,,2018-05-02
2018-05-07,TOPIX,TOPIX_INDEX_JPX,1774.26,1774.29,1764.11,1773.18,1773.18,,2018-05-07
2018-05-08,TOPIX,TOPIX_INDEX_JPX,1772.37,1785.04,1772.01,1779.82,1779.82,,2018-05-08
2018-05-09,TOPIX,TOPIX_INDEX_JPX,1776.59,1778.23,1767.87,1772.91,1772.91,,2018-05-09
2018-05-10,TOPIX,TOPIX_INDEX_JPX,1777.22,1779.08,1772.0,1777.62,1777.62,,2018-05-10
2018-05-11,TOPIX,TOPIX_INDEX_JPX,1781.42,1795.55,1780.45,1794.96,1794.96,,2018-05-11
2018-05-14,TOPIX,TOPIX_INDEX_JPX,1792.95,1807.01,1791.59,1805.92,1805.92,,2018-05-14
2018-05-15,TOPIX,TOPIX_INDEX_JPX,1808.7,1812.3,1804.11,1805.15,1805.15,,2018-05-15
2018-05-16,TOPIX,TOPIX_INDEX_JPX,1799.15,1806.27,1798.58,1800.35,1800.35,,2018-05-16
2018-05-17,TOPIX,TOPIX_INDEX_JPX,1807.47,1811.93,1805.1,1808.37,1808.37,,2018-05-17
2018-05-18,TOPIX,TOPIX_INDEX_JPX,1812.91,1816.44,1808.2,1815.25,1815.25,,2018-05-18
2018-05-21,TOPIX,TOPIX_INDEX_JPX,1815.23,1819.74,1812.86,1813.75,1813.75,,2018-05-21
2018-05-22,TOPIX,TOPIX_INDEX_JPX,1813.41,1813.41,1807.73,1809.57,1809.57,,2018-05-22
2018-05-23,TOPIX,TOPIX_INDEX_JPX,1803.67,1810.84,1791.72,1797.31,1797.31,,2018-05-23
2018-05-24,TOPIX,TOPIX_INDEX_JPX,1790.77,1792.02,1771.83,1775.65,1775.65,,2018-05-24
2018-05-25,TOPIX,TOPIX_INDEX_JPX,1770.02,1775.71,1766.56,1771.7,1771.7,,2018-05-25
2018-05-28,TOPIX,TOPIX_INDEX_JPX,1771.5,1775.76,1766.23,1770.42,1770.42,,2018-05-28
2018-05-29,TOPIX,TOPIX_INDEX_JPX,1766.71,1769.07,1755.19,1761.85,1761.85,,2018-05-29
2018-05-30,TOPIX,TOPIX_INDEX_JPX,1738.54,1740.89,1731.28,1736.13,1736.13,,2018-05-30
2018-05-31,TOPIX,TOPIX_INDEX_JPX,1746.92,1750.49,1740.71,1747.45,1747.45,,2018-05-31
2018-06-01,TOPIX,TOPIX_INDEX_JPX,1742.65,1756.58,1739.85,1749.17,1749.17,,2018-06-01
2018-06-04,TOPIX,TOPIX_INDEX_JPX,1765.77,1778.23,1764.22,1774.69,1774.69,,2018-06-04
2018-06-05,TOPIX,TOPIX_INDEX_JPX,1779.56,1782.64,1770.93,1774.96,1774.96,,2018-06-05
2018-06-06,TOPIX,TOPIX_INDEX_JPX,1774.89,1780.42,1771.94,1777.59,1777.59,,2018-06-06
2018-06-07,TOPIX,TOPIX_INDEX_JPX,1786.61,1790.23,1784.56,1789.01,1789.01,,2018-06-07
2018-06-08,TOPIX,TOPIX_INDEX_JPX,1782.06,1792.43,1781.44,1781.44,1781.44,,2018-06-08
2018-06-11,TOPIX,TOPIX_INDEX_JPX,1781.46,1790.73,1778.62,1786.84,1786.84,,2018-06-11
2018-06-12,TOPIX,TOPIX_INDEX_JPX,1798.98,1801.19,1786.64,1792.82,1792.82,,2018-06-12
2018-06-13,TOPIX,TOPIX_INDEX_JPX,1794.43,1802.94,1794.39,1800.37,1800.37,,2018-06-13
2018-06-14,TOPIX,TOPIX_INDEX_JPX,1791.65,1794.4,1783.89,1783.89,1783.89,,2018-06-14
2018-06-15,TOPIX,TOPIX_INDEX_JPX,1793.52,1793.8,1785.43,1789.04,1789.04,,2018-06-15
2018-06-18,TOPIX,TOPIX_INDEX_JPX,1784.37,1784.37,1764.99,1771.43,1771.43,,2018-06-18
2018-06-19,TOPIX,TOPIX_INDEX_JPX,1763.46,1768.53,1743.92,1743.92,1743.92,,2018-06-19
2018-06-20,TOPIX,TOPIX_INDEX_JPX,1745.01,1755.03,1728.49,1752.75,1752.75,,2018-06-20
2018-06-21,TOPIX,TOPIX_INDEX_JPX,1750.69,1758.74,1747.47,1750.63,1750.63,,2018-06-21
2018-06-22,TOPIX,TOPIX_INDEX_JPX,1734.44,1745.77,1732.51,1744.83,1744.83,,2018-06-22
2018-06-25,TOPIX,TOPIX_INDEX_JPX,1747.84,1748.16,1726.12,1728.27,1728.27,,2018-06-25
2018-06-26,TOPIX,TOPIX_INDEX_JPX,1717.27,1732.82,1711.75,1731.07,1731.07,,2018-06-26
2018-06-27,TOPIX,TOPIX_INDEX_JPX,1730.48,1735.35,1723.06,1731.45,1731.45,,2018-06-27
2018-06-28,TOPIX,TOPIX_INDEX_JPX,1726.29,1728.43,1716.12,1727.0,1727.0,,2018-06-28
2018-06-29,TOPIX,TOPIX_INDEX_JPX,1729.71,1732.1,1717.88,1730.89,1730.89,,2018-06-29
2018-07-02,TOPIX,TOPIX_INDEX_JPX,1725.55,1730.03,1694.02,1695.29,1695.29,,2018-07-02
2018-07-03,TOPIX,TOPIX_INDEX_JPX,1701.2,1703.02,1681.06,1692.8,1692.8,,2018-07-03
2018-07-04,TOPIX,TOPIX_INDEX_JPX,1686.47,1698.39,1684.4,1693.25,1693.25,,2018-07-04
2018-07-05,TOPIX,TOPIX_INDEX_JPX,1690.12,1691.08,1671.95,1676.2,1676.2,,2018-07-05
2018-07-06,TOPIX,TOPIX_INDEX_JPX,1685.5,1697.6,1683.98,1691.54,1691.54,,2018-07-06
2018-07-09,TOPIX,TOPIX_INDEX_JPX,1697.06,1713.38,1695.88,1711.79,1711.79,,2018-07-09
2018-07-10,TOPIX,TOPIX_INDEX_JPX,1723.84,1731.21,1716.13,1716.13,1716.13,,2018-07-10
2018-07-11,TOPIX,TOPIX_INDEX_JPX,1703.52,1706.31,1688.36,1701.88,1701.88,,2018-07-11
2018-07-12,TOPIX,TOPIX_INDEX_JPX,1708.08,1715.48,1705.92,1709.68,1709.68,,2018-07-12
2018-07-13,TOPIX,TOPIX_INDEX_JPX,1721.01,1734.22,1717.07,1730.07,1730.07,,2018-07-13
2018-07-17,TOPIX,TOPIX_INDEX_JPX,1734.56,1753.93,1731.84,1745.05,1745.05,,2018-07-17
2018-07-18,TOPIX,TOPIX_INDEX_JPX,1759.88,1761.24,1749.35,1751.21,1751.21,,2018-07-18
2018-07-19,TOPIX,TOPIX_INDEX_JPX,1754.25,1760.35,1749.25,1749.59,1749.59,,2018-07-19
2018-07-20,TOPIX,TOPIX_INDEX_JPX,1747.48,1755.82,1735.56,1744.98,1744.98,,2018-07-20
2018-07-23,TOPIX,TOPIX_INDEX_JPX,1736.1,1748.06,1735.74,1738.7,1738.7,,2018-07-23
2018-07-24,TOPIX,TOPIX_INDEX_JPX,1749.1,1751.16,1743.5,1746.86,1746.86,,2018-07-24
2018-07-25,TOPIX,TOPIX_INDEX_JPX,1752.62,1757.47,1751.83,1753.48,1753.48,,2018-07-25
2018-07-26,TOPIX,TOPIX_INDEX_JPX,1766.91,1770.35,1761.56,1765.78,1765.78,,2018-07-26
2018-07-27,TOPIX,TOPIX_INDEX_JPX,1770.47,1775.76,1767.67,1775.76,1775.76,,2018-07-27
2018-07-30,TOPIX,TOPIX_INDEX_JPX,1770.48,1772.6,1764.1,1768.15,1768.15,,2018-07-30
2018-07-31,TOPIX,TOPIX_INDEX_JPX,1764.01,1768.76,1749.37,1753.29,1753.29,,2018-07-31
2018-08-01,TOPIX,TOPIX_INDEX_JPX,1762.92,1772.81,1756.98,1769.76,1769.76,,2018-08-01
2018-08-02,TOPIX,TOPIX_INDEX_JPX,1768.26,1774.34,1749.86,1752.09,1752.09,,2018-08-02
2018-08-03,TOPIX,TOPIX_INDEX_JPX,1755.75,1755.86,1740.93,1742.58,1742.58,,2018-08-03
2018-08-06,TOPIX,TOPIX_INDEX_JPX,1742.97,1747.43,1731.32,1732.9,1732.9,,2018-08-06
2018-08-07,TOPIX,TOPIX_INDEX_JPX,1733.22,1746.05,1731.99,1746.05,1746.05,,2018-08-07
2018-08-08,TOPIX,TOPIX_INDEX_JPX,1747.65,1756.31,1742.87,1744.71,1744.71,,2018-08-08
2018-08-09,TOPIX,TOPIX_INDEX_JPX,1739.99,1743.61,1732.24,1740.16,1740.16,,2018-08-09
2018-08-10,TOPIX,TOPIX_INDEX_JPX,1739.41,1739.41,1718.47,1720.16,1720.16,,2018-08-10
2018-08-13,TOPIX,TOPIX_INDEX_JPX,1706.72,1707.31,1681.8,1683.5,1683.5,,2018-08-13
2018-08-14,TOPIX,TOPIX_INDEX_JPX,1693.54,1711.17,1692.14,1710.95,1710.95,,2018-08-14
2018-08-15,TOPIX,TOPIX_INDEX_JPX,1713.86,1714.92,1690.92,1698.03,1698.03,,2018-08-15
2018-08-16,TOPIX,TOPIX_INDEX_JPX,1681.09,1692.52,1667.95,1687.15,1687.15,,2018-08-16
2018-08-17,TOPIX,TOPIX_INDEX_JPX,1696.59,1700.3,1692.34,1697.53,1697.53,,2018-08-17
2018-08-20,TOPIX,TOPIX_INDEX_JPX,1692.74,1697.03,1688.38,1692.15,1692.15,,2018-08-20
2018-08-21,TOPIX,TOPIX_INDEX_JPX,1686.25,1693.8,1679.95,1685.42,1685.42,,2018-08-21
2018-08-22,TOPIX,TOPIX_INDEX_JPX,1686.61,1700.8,1684.14,1698.37,1698.37,,2018-08-22
2018-08-23,TOPIX,TOPIX_INDEX_JPX,1700.54,1702.71,1695.57,1698.22,1698.22,,2018-08-23
2018-08-24,TOPIX,TOPIX_INDEX_JPX,1707.08,1709.36,1701.59,1709.2,1709.2,,2018-08-24
2018-08-27,TOPIX,TOPIX_INDEX_JPX,1716.8,1731.62,1715.24,1728.95,1728.95,,2018-08-27
2018-08-28,TOPIX,TOPIX_INDEX_JPX,1741.26,1744.06,1731.63,1731.63,1731.63,,2018-08-28
2018-08-29,TOPIX,TOPIX_INDEX_JPX,1732.96,1745.12,1732.95,1739.6,1739.6,,2018-08-29
2018-08-30,TOPIX,TOPIX_INDEX_JPX,1749.19,1749.72,1736.6,1739.14,1739.14,,2018-08-30
2018-08-31,TOPIX,TOPIX_INDEX_JPX,1728.13,1739.88,1726.98,1735.35,1735.35,,2018-08-31
2018-09-03,TOPIX,TOPIX_INDEX_JPX,1730.77,1731.86,1715.99,1720.31,1720.31,,2018-09-03
2018-09-04,TOPIX,TOPIX_INDEX_JPX,1721.95,1724.01,1713.54,1718.24,1718.24,,2018-09-04
2018-09-05,TOPIX,TOPIX_INDEX_JPX,1713.83,1714.51,1701.27,1704.96,1704.96,,2018-09-05
2018-09-06,TOPIX,TOPIX_INDEX_JPX,1697.16,1700.04,1690.01,1692.41,1692.41,,2018-09-06
2018-09-07,TOPIX,TOPIX_INDEX_JPX,1683.71,1686.37,1673.92,1684.31,1684.31,,2018-09-07
2018-09-10,TOPIX,TOPIX_INDEX_JPX,1680.36,1692.85,1679.88,1687.61,1687.61,,2018-09-10
2018-09-11,TOPIX,TOPIX_INDEX_JPX,1690.52,1700.33,1689.03,1698.91,1698.91,,2018-09-11
2018-09-12,TOPIX,TOPIX_INDEX_JPX,1701.17,1702.67,1683.62,1691.32,1691.32,,2018-09-12
2018-09-13,TOPIX,TOPIX_INDEX_JPX,1694.87,1716.42,1694.38,1710.02,1710.02,,2018-09-13
2018-09-14,TOPIX,TOPIX_INDEX_JPX,1721.68,1730.27,1720.7,1728.61,1728.61,,2018-09-14
2018-09-18,TOPIX,TOPIX_INDEX_JPX,1725.88,1762.8,1725.64,1759.88,1759.88,,2018-09-18
2018-09-19,TOPIX,TOPIX_INDEX_JPX,1781.86,1792.61,1779.03,1785.66,1785.66,,2018-09-19
2018-09-20,TOPIX,TOPIX_INDEX_JPX,1793.56,1793.83,1781.04,1787.6,1787.6,,2018-09-20
2018-09-21,TOPIX,TOPIX_INDEX_JPX,1798.77,1807.67,1795.31,1804.02,1804.02,,2018-09-21
2018-09-25,TOPIX,TOPIX_INDEX_JPX,1805.71,1822.44,1803.76,1822.44,1822.44,,2018-09-25
2018-09-26,TOPIX,TOPIX_INDEX_JPX,1810.65,1822.04,1808.31,1821.67,1821.67,,2018-09-26
2018-09-27,TOPIX,TOPIX_INDEX_JPX,1817.24,1825.09,1799.5,1800.11,1800.11,,2018-09-27
2018-09-28,TOPIX,TOPIX_INDEX_JPX,1817.81,1828.23,1811.48,1817.25,1817.25,,2018-09-28
2018-10-01,TOPIX,TOPIX_INDEX_JPX,1814.05,1823.72,1809.56,1817.96,1817.96,,2018-10-01
2018-10-02,TOPIX,TOPIX_INDEX_JPX,1829.49,1838.3,1821.24,1824.03,1824.03,,2018-10-02
2018-10-03,TOPIX,TOPIX_INDEX_JPX,1820.56,1824.1,1802.06,1802.73,1802.73,,2018-10-03
2018-10-04,TOPIX,TOPIX_INDEX_JPX,1818.27,1818.81,1797.87,1801.19,1801.19,,2018-10-04
2018-10-05,TOPIX,TOPIX_INDEX_JPX,1790.78,1800.31,1788.64,1792.65,1792.65,,2018-10-05
2018-10-09,TOPIX,TOPIX_INDEX_JPX,1777.96,1779.33,1757.37,1761.12,1761.12,,2018-10-09
2018-10-10,TOPIX,TOPIX_INDEX_JPX,1767.89,1774.45,1755.33,1763.86,1763.86,,2018-10-10
2018-10-11,TOPIX,TOPIX_INDEX_JPX,1729.81,1730.41,1694.76,1701.86,1701.86,,2018-10-11
2018-10-12,TOPIX,TOPIX_INDEX_JPX,1689.5,1704.97,1687.18,1702.45,1702.45,,2018-10-12
2018-10-15,TOPIX,TOPIX_INDEX_JPX,1690.73,1692.84,1675.38,1675.44,1675.44,,2018-10-15
2018-10-16,TOPIX,TOPIX_INDEX_JPX,1675.15,1688.11,1672.02,1687.91,1687.91,,2018-10-16
2018-10-17,TOPIX,TOPIX_INDEX_JPX,1708.74,1717.93,1705.03,1713.87,1713.87,,2018-10-17
2018-10-18,TOPIX,TOPIX_INDEX_JPX,1718.14,1718.88,1702.65,1704.64,1704.64,,2018-10-18
2018-10-19,TOPIX,TOPIX_INDEX_JPX,1684.15,1694.89,1676.68,1692.85,1692.85,,2018-10-19
2018-10-22,TOPIX,TOPIX_INDEX_JPX,1680.61,1700.26,1674.39,1695.31,1695.31,,2018-10-22
2018-10-23,TOPIX,TOPIX_INDEX_JPX,1681.25,1681.3,1650.01,1650.72,1650.72,,2018-10-23
2018-10-24,TOPIX,TOPIX_INDEX_JPX,1661.29,1662.25,1638.69,1652.07,1652.07,,2018-10-24
2018-10-25,TOPIX,TOPIX_INDEX_JPX,1622.03,1624.51,1597.51,1600.92,1600.92,,2018-10-25
2018-10-26,TOPIX,TOPIX_INDEX_JPX,1614.98,1615.44,1581.56,1596.01,1596.01,,2018-10-26
2018-10-29,TOPIX,TOPIX_INDEX_JPX,1605.16,1612.81,1587.79,1589.56,1589.56,,2018-10-29
2018-10-30,TOPIX,TOPIX_INDEX_JPX,1584.07,1618.79,1584.07,1611.46,1611.46,,2018-10-30
2018-10-31,TOPIX,TOPIX_INDEX_JPX,1622.03,1646.12,1617.93,1646.12,1646.12,,2018-10-31
2018-11-01,TOPIX,TOPIX_INDEX_JPX,1647.1,1647.1,1628.15,1632.05,1632.05,,2018-11-01
2018-11-02,TOPIX,TOPIX_INDEX_JPX,1637.99,1662.66,1629.75,1658.76,1658.76,,2018-11-02
2018-11-05,TOPIX,TOPIX_INDEX_JPX,1644.88,1650.91,1637.75,1640.39,1640.39,,2018-11-05
2018-11-06,TOPIX,TOPIX_INDEX_JPX,1646.42,1663.37,1646.21,1659.35,1659.35,,2018-11-06
2018-11-07,TOPIX,TOPIX_INDEX_JPX,1662.41,1679.04,1645.33,1652.43,1652.43,,2018-11-07
2018-11-08,TOPIX,TOPIX_INDEX_JPX,1677.43,1687.68,1675.72,1681.25,1681.25,,2018-11-08
2018-11-09,TOPIX,TOPIX_INDEX_JPX,1680.54,1686.84,1670.51,1672.98,1672.98,,2018-11-09
2018-11-12,TOPIX,TOPIX_INDEX_JPX,1663.89,1677.0,1659.33,1671.95,1671.95,,2018-11-12
2018-11-13,TOPIX,TOPIX_INDEX_JPX,1644.89,1644.89,1619.82,1638.45,1638.45,,2018-11-13
2018-11-14,TOPIX,TOPIX_INDEX_JPX,1640.98,1649.97,1637.59,1641.26,1641.26,,2018-11-14
2018-11-15,TOPIX,TOPIX_INDEX_JPX,1631.18,1639.49,1627.92,1638.97,1638.97,,2018-11-15
2018-11-16,TOPIX,TOPIX_INDEX_JPX,1640.75,1645.77,1627.78,1629.3,1629.3,,2018-11-16
2018-11-19,TOPIX,TOPIX_INDEX_JPX,1627.96,1640.73,1627.96,1637.61,1637.61,,2018-11-19
2018-11-20,TOPIX,TOPIX_INDEX_JPX,1621.9,1631.25,1618.69,1625.67,1625.67,,2018-11-20
2018-11-21,TOPIX,TOPIX_INDEX_JPX,1602.75,1618.67,1598.54,1615.89,1615.89,,2018-11-21
2018-11-22,TOPIX,TOPIX_INDEX_JPX,1620.17,1630.39,1614.01,1628.96,1628.96,,2018-11-22
2018-11-26,TOPIX,TOPIX_INDEX_JPX,1627.96,1635.91,1623.06,1632.2,1632.2,,2018-11-26
2018-11-27,TOPIX,TOPIX_INDEX_JPX,1643.16,1647.45,1635.98,1644.16,1644.16,,2018-11-27
2018-11-28,TOPIX,TOPIX_INDEX_JPX,1649.1,1654.79,1642.28,1653.66,1653.66,,2018-11-28
2018-11-29,TOPIX,TOPIX_INDEX_JPX,1667.16,1671.73,1659.47,1659.47,1659.47,,2018-11-29
2018-11-30,TOPIX,TOPIX_INDEX_JPX,1660.11,1669.95,1660.05,1667.45,1667.45,,2018-11-30
2018-12-03,TOPIX,TOPIX_INDEX_JPX,1687.77,1696.14,1682.61,1689.05,1689.05,,2018-12-03
2018-12-04,TOPIX,TOPIX_INDEX_JPX,1685.72,1686.69,1648.95,1649.2,1649.2,,2018-12-04
2018-12-05,TOPIX,TOPIX_INDEX_JPX,1625.42,1645.25,1623.3,1640.49,1640.49,,2018-12-05
2018-12-06,TOPIX,TOPIX_INDEX_JPX,1629.45,1633.64,1599.92,1610.6,1610.6,,2018-12-06
2018-12-07,TOPIX,TOPIX_INDEX_JPX,1621.13,1625.36,1607.65,1620.45,1620.45,,2018-12-07
2018-12-10,TOPIX,TOPIX_INDEX_JPX,1596.96,1599.5,1586.99,1589.81,1589.81,,2018-12-10
2018-12-11,TOPIX,TOPIX_INDEX_JPX,1592.71,1592.71,1572.33,1575.31,1575.31,,2018-12-11
2018-12-12,TOPIX,TOPIX_INDEX_JPX,1589.44,1608.49,1587.91,1606.61,1606.61,,2018-12-12
2018-12-13,TOPIX,TOPIX_INDEX_JPX,1615.43,1623.37,1609.9,1616.65,1616.65,,2018-12-13
2018-12-14,TOPIX,TOPIX_INDEX_JPX,1609.93,1614.93,1590.48,1592.16,1592.16,,2018-12-14
2018-12-17,TOPIX,TOPIX_INDEX_JPX,1592.7,1602.29,1590.97,1594.2,1594.2,,2018-12-17
2018-12-18,TOPIX,TOPIX_INDEX_JPX,1575.74,1579.65,1562.51,1562.51,1562.51,,2018-12-18
2018-12-19,TOPIX,TOPIX_INDEX_JPX,1560.82,1564.18,1546.99,1556.15,1556.15,,2018-12-19
2018-12-20,TOPIX,TOPIX_INDEX_JPX,1544.42,1550.93,1512.11,1517.16,1517.16,,2018-12-20
2018-12-21,TOPIX,TOPIX_INDEX_JPX,1509.15,1509.83,1479.23,1488.19,1488.19,,2018-12-21
2018-12-25,TOPIX,TOPIX_INDEX_JPX,1460.65,1460.65,1412.9,1415.55,1415.55,,2018-12-25
2018-12-26,TOPIX,TOPIX_INDEX_JPX,1425.01,1443.87,1408.89,1431.47,1431.47,,2018-12-26
2018-12-27,TOPIX,TOPIX_INDEX_JPX,1460.21,1508.46,1459.78,1501.63,1501.63,,2018-12-27
2018-12-28,TOPIX,TOPIX_INDEX_JPX,1490.71,1499.61,1486.31,1494.09,1494.09,,2018-12-28
2019-01-04,TOPIX,TOPIX_INDEX_JPX,1468.42,1473.11,1446.48,1471.16,1471.16,,2019-01-04
2019-01-07,TOPIX,TOPIX_INDEX_JPX,1499.42,1521.48,1497.97,1512.53,1512.53,,2019-01-07
2019-01-08,TOPIX,TOPIX_INDEX_JPX,1520.93,1529.8,1515.23,1518.43,1518.43,,2019-01-08
2019-01-09,TOPIX,TOPIX_INDEX_JPX,1533.2,1539.47,1531.44,1535.11,1535.11,,2019-01-09
2019-01-10,TOPIX,TOPIX_INDEX_JPX,1523.01,1527.82,1514.72,1522.01,1522.01,,2019-01-10
2019-01-11,TOPIX,TOPIX_INDEX_JPX,1531.72,1535.03,1525.84,1529.73,1529.73,,2019-01-11
2019-01-15,TOPIX,TOPIX_INDEX_JPX,1521.83,1544.78,1518.75,1542.72,1542.72,,2019-01-15
2019-01-16,TOPIX,TOPIX_INDEX_JPX,1543.17,1543.44,1529.85,1537.77,1537.77,,2019-01-16
2019-01-17,TOPIX,TOPIX_INDEX_JPX,1546.48,1549.42,1537.83,1543.2,1543.2,,2019-01-17
2019-01-18,TOPIX,TOPIX_INDEX_JPX,1547.09,1562.64,1546.83,1557.59,1557.59,,2019-01-18
2019-01-21,TOPIX,TOPIX_INDEX_JPX,1572.94,1574.86,1563.79,1566.37,1566.37,,2019-01-21
2019-01-22,TOPIX,TOPIX_INDEX_JPX,1570.29,1572.28,1552.91,1556.43,1556.43,,2019-01-22
2019-01-23,TOPIX,TOPIX_INDEX_JPX,1545.56,1556.45,1543.44,1547.03,1547.03,,2019-01-23
2019-01-24,TOPIX,TOPIX_INDEX_JPX,1540.72,1552.77,1538.04,1552.6,1552.6,,2019-01-24
2019-01-25,TOPIX,TOPIX_INDEX_JPX,1553.49,1570.88,1553.43,1566.1,1566.1,,2019-01-25
2019-01-28,TOPIX,TOPIX_INDEX_JPX,1563.61,1564.93,1554.66,1555.51,1555.51,,2019-01-28
2019-01-29,TOPIX,TOPIX_INDEX_JPX,1548.46,1559.19,1541.66,1557.09,1557.09,,2019-01-29
2019-01-30,TOPIX,TOPIX_INDEX_JPX,1559.22,1559.95,1549.62,1550.76,1550.76,,2019-01-30
2019-01-31,TOPIX,TOPIX_INDEX_JPX,1570.63,1574.76,1561.12,1567.49,1567.49,,2019-01-31
2019-02-01,TOPIX,TOPIX_INDEX_JPX,1565.63,1576.02,1562.88,1564.63,1564.63,,2019-02-01
2019-02-04,TOPIX,TOPIX_INDEX_JPX,1570.36,1583.04,1570.36,1581.33,1581.33,,2019-02-04
2019-02-05,TOPIX,TOPIX_INDEX_JPX,1588.24,1589.71,1580.41,1582.88,1582.88,,2019-02-05
2019-02-06,TOPIX,TOPIX_INDEX_JPX,1587.49,1591.59,1580.88,1582.13,1582.13,,2019-02-06
2019-02-07,TOPIX,TOPIX_INDEX_JPX,1577.35,1578.52,1563.3,1569.03,1569.03,,2019-02-07
2019-02-08,TOPIX,TOPIX_INDEX_JPX,1552.7,1553.39,1536.65,1539.4,1539.4,,2019-02-08
2019-02-12,TOPIX,TOPIX_INDEX_JPX,1547.56,1575.52,1545.28,1572.6,1572.6,,2019-02-12
2019-02-13,TOPIX,TOPIX_INDEX_JPX,1582.64,1591.72,1578.09,1589.33,1589.33,,2019-02-13
2019-02-14,TOPIX,TOPIX_INDEX_JPX,1589.43,1596.28,1586.9,1589.81,1589.81,,2019-02-14
2019-02-15,TOPIX,TOPIX_INDEX_JPX,1580.0,1580.79,1569.22,1577.29,1577.29,,2019-02-15
2019-02-18,TOPIX,TOPIX_INDEX_JPX,1599.33,1603.22,1596.08,1601.96,1601.96,,2019-02-18
2019-02-19,TOPIX,TOPIX_INDEX_JPX,1599.65,1607.16,1599.16,1606.52,1606.52,,2019-02-19
2019-02-20,TOPIX,TOPIX_INDEX_JPX,1609.72,1617.1,1605.96,1613.47,1613.47,,2019-02-20
2019-02-21,TOPIX,TOPIX_INDEX_JPX,1612.88,1619.57,1605.05,1613.5,1613.5,,2019-02-21
2019-02-22,TOPIX,TOPIX_INDEX_JPX,1605.99,1610.63,1603.02,1609.52,1609.52,,2019-02-22
2019-02-25,TOPIX,TOPIX_INDEX_JPX,1619.61,1623.13,1616.94,1620.87,1620.87,,2019-02-25
2019-02-26,TOPIX,TOPIX_INDEX_JPX,1622.33,1624.42,1612.23,1617.2,1617.2,,2019-02-26
2019-02-27,TOPIX,TOPIX_INDEX_JPX,1619.4,1623.37,1619.38,1620.42,1620.42,,2019-02-27
2019-02-28,TOPIX,TOPIX_INDEX_JPX,1618.2,1618.2,1606.98,1607.66,1607.66,,2019-02-28
2019-03-01,TOPIX,TOPIX_INDEX_JPX,1612.47,1618.71,1611.0,1615.72,1615.72,,2019-03-01
2019-03-04,TOPIX,TOPIX_INDEX_JPX,1629.43,1629.88,1622.38,1627.59,1627.59,,2019-03-04
2019-03-05,TOPIX,TOPIX_INDEX_JPX,1618.35,1621.79,1612.78,1619.23,1619.23,,2019-03-05
2019-03-06,TOPIX,TOPIX_INDEX_JPX,1617.0,1617.39,1612.28,1615.25,1615.25,,2019-03-06
2019-03-07,TOPIX,TOPIX_INDEX_JPX,1604.85,1605.92,1597.42,1601.66,1601.66,,2019-03-07
