date,symbol,series_kind,open,high,low,close,adj_close,volume,trading_date
2020-10-15,TOPIX,TOPIX_INDEX_JPX,1639.61,1641.79,1628.96,1631.79,1631.79,,2020-10-15
2020-10-16,TOPIX,TOPIX_INDEX_JPX,1627.64,1628.01,1615.6,1617.69,1617.69,,2020-10-16
2020-10-19,TOPIX,TOPIX_INDEX_JPX,1626.79,1641.35,1626.79,1637.98,1637.98,,2020-10-19
2020-10-20,TOPIX,TOPIX_INDEX_JPX,1631.4,1636.68,1623.28,1625.74,1625.74,,2020-10-20
2020-10-21,TOPIX,TOPIX_INDEX_JPX,1633.03,1645.34,1632.66,1637.6,1637.6,,2020-10-21
2020-10-22,TOPIX,TOPIX_INDEX_JPX,1627.92,1628.27,1617.26,1619.79,1619.79,,2020-10-22
2020-10-23,TOPIX,TOPIX_INDEX_JPX,1625.65,1628.47,1614.97,1625.32,1625.32,,2020-10-23
2020-10-26,TOPIX,TOPIX_INDEX_JPX,1623.13,1628.81,1616.46,1618.98,1618.98,,2020-10-26
2020-10-27,TOPIX,TOPIX_INDEX_JPX,1608.77,1617.53,1596.76,1617.53,1617.53,,2020-10-27
2020-10-28,TOPIX,TOPIX_INDEX_JPX,1606.34,1614.6,1602.36,1612.55,1612.55,,2020-10-28
2020-10-29,TOPIX,TOPIX_INDEX_JPX,1595.01,1614.81,1594.92,1610.93,1610.93,,2020-10-29
2020-10-30,TOPIX,TOPIX_INDEX_JPX,1604.58,1604.58,1577.45,1579.33,1579.33,,2020-10-30
2020-11-02,TOPIX,TOPIX_INDEX_JPX,1592.16,1616.18,1591.49,1607.95,1607.95,,2020-11-02
2020-11-04,TOPIX,TOPIX_INDEX_JPX,1627.64,1635.64,1618.55,1627.25,1627.25,,2020-11-04
2020-11-05,TOPIX,TOPIX_INDEX_JPX,1629.94,1651.79,1628.58,1649.94,1649.94,,2020-11-05
2020-11-06,TOPIX,TOPIX_INDEX_JPX,1650.46,1663.07,1646.2,1658.49,1658.49,,2020-11-06
2020-11-09,TOPIX,TOPIX_INDEX_JPX,1671.99,1686.51,1670.26,1681.9,1681.9,,2020-11-09
2020-11-10,TOPIX,TOPIX_INDEX_JPX,1697.39,1716.94,1694.31,1700.8,1700.8,,2020-11-10
2020-11-11,TOPIX,TOPIX_INDEX_JPX,1719.81,1729.35,1715.98,1729.07,1729.07,,2020-11-11
2020-11-12,TOPIX,TOPIX_INDEX_JPX,1727.8,1735.32,1714.58,1726.23,1726.23,,2020-11-12
2020-11-13,TOPIX,TOPIX_INDEX_JPX,1714.72,1717.44,1692.99,1703.22,1703.22,,2020-11-13
2020-11-16,TOPIX,TOPIX_INDEX_JPX,1717.44,1735.73,1716.64,1731.81,1731.81,,2020-11-16
2020-11-17,TOPIX,TOPIX_INDEX_JPX,1740.36,1740.62,1724.35,1734.66,1734.66,,2020-11-17
2020-11-18,TOPIX,TOPIX_INDEX_JPX,1726.93,1727.74,1715.49,1720.65,1720.65,,2020-11-18
2020-11-19,TOPIX,TOPIX_INDEX_JPX,1716.21,1726.41,1710.47,1726.41,1726.41,,2020-11-19
2020-11-20,TOPIX,TOPIX_INDEX_JPX,1721.39,1727.39,1717.16,1727.39,1727.39,,2020-11-20
2020-11-24,TOPIX,TOPIX_INDEX_JPX,1754.39,1769.63,1754.2,1762.4,1762.4,,2020-11-24
2020-11-25,TOPIX,TOPIX_INDEX_JPX,1781.12,1790.17,1765.1,1767.67,1767.67,,2020-11-25
2020-11-26,TOPIX,TOPIX_INDEX_JPX,1760.86,1779.81,1759.56,1778.25,1778.25,,2020-11-26
2020-11-27,TOPIX,TOPIX_INDEX_JPX,1780.62,1792.97,1775.83,1786.52,1786.52,,2020-11-27
2020-11-30,TOPIX,TOPIX_INDEX_JPX,1789.92,1790.3,1753.92,1754.92,1754.92,,2020-11-30
2020-12-01,TOPIX,TOPIX_INDEX_JPX,1765.55,1772.41,1760.83,1768.38,1768.38,,2020-12-01
2020-12-02,TOPIX,TOPIX_INDEX_JPX,1778.68,1779.73,1769.43,1773.97,1773.97,,2020-12-02
2020-12-03,TOPIX,TOPIX_INDEX_JPX,1776.08,1783.16,1768.86,1775.25,1775.25,,2020-12-03
2020-12-04,TOPIX,TOPIX_INDEX_JPX,1770.7,1778.02,1768.73,1775.94,1775.94,,2020-12-04
2020-12-07,TOPIX,TOPIX_INDEX_JPX,1785.83,1785.83,1759.16,1760.75,1760.75,,2020-12-07
2020-12-08,TOPIX,TOPIX_INDEX_JPX,1752.11,1762.48,1751.63,1758.81,1758.81,,2020-12-08
2020-12-09,TOPIX,TOPIX_INDEX_JPX,1759.78,1779.76,1759.78,1779.42,1779.42,,2020-12-09
2020-12-10,TOPIX,TOPIX_INDEX_JPX,1775.45,1780.63,1771.87,1776.21,1776.21,,2020-12-10
2020-12-11,TOPIX,TOPIX_INDEX_JPX,1779.01,1784.81,1771.42,1782.01,1782.01,,2020-12-11
2020-12-14,TOPIX,TOPIX_INDEX_JPX,1785.07,1804.84,1784.99,1790.52,1790.52,,2020-12-14
2020-12-15,TOPIX,TOPIX_INDEX_JPX,1787.82,1790.57,1778.65,1782.05,1782.05,,2020-12-15
2020-12-16,TOPIX,TOPIX_INDEX_JPX,1792.92,1796.82,1784.7,1786.83,1786.83,,2020-12-16
2020-12-17,TOPIX,TOPIX_INDEX_JPX,1786.81,1794.21,1781.03,1792.58,1792.58,,2020-12-17
2020-12-18,TOPIX,TOPIX_INDEX_JPX,1791.09,1796.84,1787.19,1793.24,1793.24,,2020-12-18
2020-12-21,TOPIX,TOPIX_INDEX_JPX,1798.16,1804.22,1779.1,1789.05,1789.05,,2020-12-21
2020-12-22,TOPIX,TOPIX_INDEX_JPX,1774.43,1777.32,1755.3,1761.12,1761.12,,2020-12-22
2020-12-23,TOPIX,TOPIX_INDEX_JPX,1769.15,1769.38,1757.52,1765.21,1765.21,,2020-12-23
2020-12-24,TOPIX,TOPIX_INDEX_JPX,1774.23,1783.21,1770.81,1774.27,1774.27,,2020-12-24
2020-12-25,TOPIX,TOPIX_INDEX_JPX,1777.26,1780.1,1775.16,1778.41,1778.41,,2020-12-25
2020-12-28,TOPIX,TOPIX_INDEX_JPX,1781.99,1788.04,1779.36,1788.04,1788.04,,2020-12-28
2020-12-29,TOPIX,TOPIX_INDEX_JPX,1793.83,1819.46,1792.83,1819.18,1819.18,,2020-12-29
2020-12-30,TOPIX,TOPIX_INDEX_JPX,1812.31,1816.14,1801.17,1804.68,1804.68,,2020-12-30
2021-01-04,TOPIX,TOPIX_INDEX_JPX,1810.45,1811.68,1776.6,1794.59,1794.59,,2021-01-04
2021-01-05,TOPIX,TOPIX_INDEX_JPX,1788.63,1797.12,1784.8,1791.22,1791.22,,2021-01-05
2021-01-06,TOPIX,TOPIX_INDEX_JPX,1790.86,1802.98,1789.68,1796.18,1796.18,,2021-01-06
2021-01-07,TOPIX,TOPIX_INDEX_JPX,1816.26,1837.5,1816.26,1826.3,1826.3,,2021-01-07
2021-01-08,TOPIX,TOPIX_INDEX_JPX,1832.68,1854.94,1829.05,1854.94,1854.94,,2021-01-08
2021-01-12,TOPIX,TOPIX_INDEX_JPX,1847.98,1860.78,1841.91,1857.94,1857.94,,2021-01-12
2021-01-13,TOPIX,TOPIX_INDEX_JPX,1852.93,1867.23,1852.15,1864.4,1864.4,,2021-01-13
2021-01-14,TOPIX,TOPIX_INDEX_JPX,1860.32,1885.93,1859.28,1873.28,1873.28,,2021-01-14
2021-01-15,TOPIX,TOPIX_INDEX_JPX,1875.31,1876.58,1855.01,1856.61,1856.61,,2021-01-15
2021-01-18,TOPIX,TOPIX_INDEX_JPX,1844.09,1851.97,1839.68,1845.49,1845.49,,2021-01-18
2021-01-19,TOPIX,TOPIX_INDEX_JPX,1850.45,1860.69,1848.15,1855.84,1855.84,,2021-01-19
2021-01-20,TOPIX,TOPIX_INDEX_JPX,1860.67,1860.95,1840.5,1849.58,1849.58,,2021-01-20
2021-01-21,TOPIX,TOPIX_INDEX_JPX,1858.1,1869.81,1856.14,1860.64,1860.64,,2021-01-21
2021-01-22,TOPIX,TOPIX_INDEX_JPX,1848.79,1859.38,1848.4,1856.64,1856.64,,2021-01-22
2021-01-25,TOPIX,TOPIX_INDEX_JPX,1862.88,1863.22,1854.02,1862.0,1862.0,,2021-01-25
2021-01-26,TOPIX,TOPIX_INDEX_JPX,1853.64,1858.44,1847.85,1848.0,1848.0,,2021-01-26
2021-01-27,TOPIX,TOPIX_INDEX_JPX,1856.93,1862.05,1851.33,1860.07,1860.07,,2021-01-27
2021-01-28,TOPIX,TOPIX_INDEX_JPX,1829.27,1846.34,1820.79,1838.85,1838.85,,2021-01-28
2021-01-29,TOPIX,TOPIX_INDEX_JPX,1844.92,1846.07,1808.26,1808.78,1808.78,,2021-01-29
2021-02-01,TOPIX,TOPIX_INDEX_JPX,1806.63,1832.68,1806.63,1829.84,1829.84,,2021-02-01
2021-02-02,TOPIX,TOPIX_INDEX_JPX,1837.69,1847.98,1831.06,1847.02,1847.02,,2021-02-02
2021-02-03,TOPIX,TOPIX_INDEX_JPX,1858.5,1871.09,1857.41,1871.09,1871.09,,2021-02-03
2021-02-04,TOPIX,TOPIX_INDEX_JPX,1870.12,1877.34,1861.64,1865.12,1865.12,,2021-02-04
2021-02-05,TOPIX,TOPIX_INDEX_JPX,1880.7,1892.05,1876.26,1890.95,1890.95,,2021-02-05
2021-02-08,TOPIX,TOPIX_INDEX_JPX,1898.37,1924.42,1898.32,1923.95,1923.95,,2021-02-08
2021-02-09,TOPIX,TOPIX_INDEX_JPX,1926.54,1931.29,1915.95,1925.54,1925.54,,2021-02-09
2021-02-10,TOPIX,TOPIX_INDEX_JPX,1921.26,1934.75,1919.14,1930.82,1930.82,,2021-02-10
2021-02-12,TOPIX,TOPIX_INDEX_JPX,1936.64,1937.74,1927.62,1933.88,1933.88,,2021-02-12
2021-02-15,TOPIX,TOPIX_INDEX_JPX,1945.77,1956.6,1942.54,1953.94,1953.94,,2021-02-15
2021-02-16,TOPIX,TOPIX_INDEX_JPX,1959.8,1974.99,1955.76,1965.08,1965.08,,2021-02-16
2021-02-17,TOPIX,TOPIX_INDEX_JPX,1963.54,1967.74,1954.68,1961.49,1961.49,,2021-02-17
2021-02-18,TOPIX,TOPIX_INDEX_JPX,1962.03,1967.26,1937.63,1941.91,1941.91,,2021-02-18
2021-02-19,TOPIX,TOPIX_INDEX_JPX,1927.45,1934.98,1921.88,1928.95,1928.95,,2021-02-19
2021-02-22,TOPIX,TOPIX_INDEX_JPX,1947.35,1952.86,1936.23,1938.35,1938.35,,2021-02-22
2021-02-24,TOPIX,TOPIX_INDEX_JPX,1934.48,1934.51,1903.07,1903.07,1903.07,,2021-02-24
2021-02-25,TOPIX,TOPIX_INDEX_JPX,1927.11,1931.27,1922.45,1926.23,1926.23,,2021-02-25
2021-02-26,TOPIX,TOPIX_INDEX_JPX,1903.84,1903.84,1864.49,1864.49,1864.49,,2021-02-26
2021-03-01,TOPIX,TOPIX_INDEX_JPX,1888.61,1903.97,1887.28,1902.48,1902.48,,2021-03-01
2021-03-02,TOPIX,TOPIX_INDEX_JPX,1915.17,1915.17,1883.31,1894.85,1894.85,,2021-03-02
2021-03-03,TOPIX,TOPIX_INDEX_JPX,1899.55,1905.41,1890.86,1904.54,1904.54,,2021-03-03
2021-03-04,TOPIX,TOPIX_INDEX_JPX,1889.5,1894.02,1865.47,1884.74,1884.74,,2021-03-04
2021-03-05,TOPIX,TOPIX_INDEX_JPX,1876.85,1896.18,1859.88,1896.18,1896.18,,2021-03-05
2021-03-08,TOPIX,TOPIX_INDEX_JPX,1916.33,1919.62,1885.49,1893.58,1893.58,,2021-03-08
2021-03-09,TOPIX,TOPIX_INDEX_JPX,1902.89,1918.25,1893.71,1917.68,1917.68,,2021-03-09
2021-03-10,TOPIX,TOPIX_INDEX_JPX,1918.16,1922.87,1912.97,1919.74,1919.74,,2021-03-10
2021-03-11,TOPIX,TOPIX_INDEX_JPX,1921.06,1927.4,1916.24,1924.92,1924.92,,2021-03-11
2021-03-12,TOPIX,TOPIX_INDEX_JPX,1929.33,1951.06,1922.54,1951.06,1951.06,,2021-03-12
2021-03-15,TOPIX,TOPIX_INDEX_JPX,1958.68,1968.73,1953.66,1968.73,1968.73,,2021-03-15
2021-03-16,TOPIX,TOPIX_INDEX_JPX,1967.62,1981.5,1967.52,1981.5,1981.5,,2021-03-16
2021-03-17,TOPIX,TOPIX_INDEX_JPX,1972.43,1984.03,1971.36,1984.03,1984.03,,2021-03-17
2021-03-18,TOPIX,TOPIX_INDEX_JPX,1995.48,2011.58,1992.54,2008.51,2008.51,,2021-03-18
2021-03-19,TOPIX,TOPIX_INDEX_JPX,1994.79,2013.71,1994.43,2012.21,2012.21,,2021-03-19
2021-03-22,TOPIX,TOPIX_INDEX_JPX,1996.66,2000.01,1980.71,1990.18,1990.18,,2021-03-22
2021-03-23,TOPIX,TOPIX_INDEX_JPX,2000.26,2002.74,1971.48,1971.48,1971.48,,2021-03-23
2021-03-24,TOPIX,TOPIX_INDEX_JPX,1954.9,1962.16,1924.98,1928.58,1928.58,,2021-03-24
2021-03-25,TOPIX,TOPIX_INDEX_JPX,1940.76,1962.05,1939.73,1955.55,1955.55,,2021-03-25
2021-03-26,TOPIX,TOPIX_INDEX_JPX,1976.54,1986.56,1972.88,1984.16,1984.16,,2021-03-26
2021-03-29,TOPIX,TOPIX_INDEX_JPX,2004.11,2005.75,1975.09,1993.34,1993.34,,2021-03-29
2021-03-30,TOPIX,TOPIX_INDEX_JPX,1980.42,1982.95,1967.13,1977.86,1977.86,,2021-03-30
2021-03-31,TOPIX,TOPIX_INDEX_JPX,1966.63,1976.82,1954.0,1954.0,1954.0,,2021-03-31
2021-04-01,TOPIX,TOPIX_INDEX_JPX,1971.78,1974.2,1953.83,1957.64,1957.64,,2021-04-01
2021-04-02,TOPIX,TOPIX_INDEX_JPX,1975.01,1980.02,1964.2,1971.62,1971.62,,2021-04-02
2021-04-05,TOPIX,TOPIX_INDEX_JPX,1979.55,1986.49,1973.69,1983.54,1983.54,,2021-04-05
2021-04-06,TOPIX,TOPIX_INDEX_JPX,1989.09,1989.09,1951.64,1954.34,1954.34,,2021-04-06
2021-04-07,TOPIX,TOPIX_INDEX_JPX,1961.03,1970.36,1950.48,1967.43,1967.43,,2021-04-07
2021-04-08,TOPIX,TOPIX_INDEX_JPX,1962.93,1962.93,1946.33,1951.86,1951.86,,2021-04-08
2021-04-09,TOPIX,TOPIX_INDEX_JPX,1958.99,1978.68,1957.81,1959.47,1959.47,,2021-04-09
2021-04-12,TOPIX,TOPIX_INDEX_JPX,1967.3,1968.62,1954.59,1954.59,1954.59,,2021-04-12
2021-04-13,TOPIX,TOPIX_INDEX_JPX,1957.91,1971.78,1955.89,1958.55,1958.55,,2021-04-13
2021-04-14,TOPIX,TOPIX_INDEX_JPX,1953.92,1955.52,1946.17,1952.18,1952.18,,2021-04-14
2021-04-15,TOPIX,TOPIX_INDEX_JPX,1955.28,1969.29,1954.79,1959.13,1959.13,,2021-04-15
2021-04-16,TOPIX,TOPIX_INDEX_JPX,1963.74,1964.69,1952.67,1960.87,1960.87,,2021-04-16
2021-04-19,TOPIX,TOPIX_INDEX_JPX,1960.81,1965.49,1953.98,1956.56,1956.56,,2021-04-19
2021-04-20,TOPIX,TOPIX_INDEX_JPX,1940.92,1940.92,1922.53,1926.25,1926.25,,2021-04-20
2021-04-21,TOPIX,TOPIX_INDEX_JPX,1897.91,1899.91,1879.68,1888.18,1888.18,,2021-04-21
2021-04-22,TOPIX,TOPIX_INDEX_JPX,1911.91,1923.18,1905.67,1922.5,1922.5,,2021-04-22
2021-04-23,TOPIX,TOPIX_INDEX_JPX,1911.41,1916.51,1904.64,1914.98,1914.98,,2021-04-23
2021-04-26,TOPIX,TOPIX_INDEX_JPX,1922.47,1923.89,1907.45,1918.15,1918.15,,2021-04-26
2021-04-27,TOPIX,TOPIX_INDEX_JPX,1917.48,1918.22,1903.55,1903.55,1903.55,,2021-04-27
2021-04-28,TOPIX,TOPIX_INDEX_JPX,1903.85,1915.12,1900.58,1909.06,1909.06,,2021-04-28
2021-04-30,TOPIX,TOPIX_INDEX_JPX,1910.03,1913.69,1897.09,1898.24,1898.24,,2021-04-30
2021-05-06,TOPIX,TOPIX_INDEX_JPX,1919.1,1938.44,1916.2,1927.4,1927.4,,2021-05-06
2021-05-07,TOPIX,TOPIX_INDEX_JPX,1930.13,1938.28,1925.75,1933.05,1933.05,,2021-05-07
2021-05-10,TOPIX,TOPIX_INDEX_JPX,1936.91,1955.51,1934.65,1952.27,1952.27,,2021-05-10
2021-05-11,TOPIX,TOPIX_INDEX_JPX,1938.45,1942.43,1901.97,1905.92,1905.92,,2021-05-11
2021-05-12,TOPIX,TOPIX_INDEX_JPX,1905.49,1909.64,1862.04,1877.95,1877.95,,2021-05-12
2021-05-13,TOPIX,TOPIX_INDEX_JPX,1865.35,1870.96,1845.72,1849.04,1849.04,,2021-05-13
2021-05-14,TOPIX,TOPIX_INDEX_JPX,1869.35,1889.92,1866.71,1883.42,1883.42,,2021-05-14
2021-05-17,TOPIX,TOPIX_INDEX_JPX,1897.23,1897.75,1869.93,1878.86,1878.86,,2021-05-17
2021-05-18,TOPIX,TOPIX_INDEX_JPX,1886.11,1912.1,1886.11,1907.74,1907.74,,2021-05-18
2021-05-19,TOPIX,TOPIX_INDEX_JPX,1888.26,1903.12,1883.78,1895.24,1895.24,,2021-05-19
2021-05-20,TOPIX,TOPIX_INDEX_JPX,1888.11,1901.65,1885.95,1895.92,1895.92,,2021-05-20
2021-05-21,TOPIX,TOPIX_INDEX_JPX,1899.67,1910.04,1897.86,1904.69,1904.69,,2021-05-21
2021-05-24,TOPIX,TOPIX_INDEX_JPX,1903.54,1920.53,1903.54,1913.04,1913.04,,2021-05-24
2021-05-25,TOPIX,TOPIX_INDEX_JPX,1920.5,1921.4,1913.63,1919.52,1919.52,,2021-05-25
2021-05-26,TOPIX,TOPIX_INDEX_JPX,1911.37,1925.48,1909.88,1920.67,1920.67,,2021-05-26
2021-05-27,TOPIX,TOPIX_INDEX_JPX,1914.46,1919.22,1907.63,1911.02,1911.02,,2021-05-27
2021-05-28,TOPIX,TOPIX_INDEX_JPX,1933.86,1949.28,1933.86,1947.44,1947.44,,2021-05-28
2021-05-31,TOPIX,TOPIX_INDEX_JPX,1940.13,1944.94,1919.78,1922.98,1922.98,,2021-05-31
2021-06-01,TOPIX,TOPIX_INDEX_JPX,1930.74,1933.59,1912.61,1926.18,1926.18,,2021-06-01
2021-06-02,TOPIX,TOPIX_INDEX_JPX,1930.06,1946.67,1916.84,1942.33,1942.33,,2021-06-02
2021-06-03,TOPIX,TOPIX_INDEX_JPX,1942.79,1966.09,1942.79,1958.7,1958.7,,2021-06-03
2021-06-04,TOPIX,TOPIX_INDEX_JPX,1953.42,1960.17,1946.48,1959.19,1959.19,,2021-06-04
2021-06-07,TOPIX,TOPIX_INDEX_JPX,1969.62,1970.72,1956.58,1960.85,1960.85,,2021-06-07
2021-06-08,TOPIX,TOPIX_INDEX_JPX,1958.96,1968.66,1956.45,1962.65,1962.65,,2021-06-08
2021-06-09,TOPIX,TOPIX_INDEX_JPX,1960.58,1963.69,1955.89,1957.14,1957.14,,2021-06-09
2021-06-10,TOPIX,TOPIX_INDEX_JPX,1951.56,1962.31,1948.84,1956.73,1956.73,,2021-06-10
2021-06-11,TOPIX,TOPIX_INDEX_JPX,1957.36,1959.71,1944.66,1954.02,1954.02,,2021-06-11
2021-06-14,TOPIX,TOPIX_INDEX_JPX,1966.13,1969.46,1955.24,1959.75,1959.75,,2021-06-14
2021-06-15,TOPIX,TOPIX_INDEX_JPX,1963.74,1976.5,1961.28,1975.48,1975.48,,2021-06-15
2021-06-16,TOPIX,TOPIX_INDEX_JPX,1972.44,1983.13,1971.27,1975.86,1975.86,,2021-06-16
2021-06-17,TOPIX,TOPIX_INDEX_JPX,1971.93,1975.71,1959.28,1963.57,1963.57,,2021-06-17
2021-06-18,TOPIX,TOPIX_INDEX_JPX,1963.28,1963.28,1945.86,1946.56,1946.56,,2021-06-18
2021-06-21,TOPIX,TOPIX_INDEX_JPX,1917.07,1918.67,1890.15,1899.45,1899.45,,2021-06-21
2021-06-22,TOPIX,TOPIX_INDEX_JPX,1932.73,1959.84,1930.99,1959.53,1959.53,,2021-06-22
2021-06-23,TOPIX,TOPIX_INDEX_JPX,1954.88,1962.35,1949.14,1949.14,1949.14,,2021-06-23
2021-06-24,TOPIX,TOPIX_INDEX_JPX,1944.88,1950.72,1940.93,1947.1,1947.1,,2021-06-24
2021-06-25,TOPIX,TOPIX_INDEX_JPX,1963.85,1965.32,1955.17,1962.65,1962.65,,2021-06-25
2021-06-28,TOPIX,TOPIX_INDEX_JPX,1969.23,1969.67,1961.53,1965.67,1965.67,,2021-06-28
2021-06-29,TOPIX,TOPIX_INDEX_JPX,1952.43,1953.95,1942.72,1949.48,1949.48,,2021-06-29
2021-06-30,TOPIX,TOPIX_INDEX_JPX,1956.36,1960.37,1943.57,1943.57,1943.57,,2021-06-30
2021-07-01,TOPIX,TOPIX_INDEX_JPX,1949.2,1949.31,1934.26,1939.21,1939.21,,2021-07-01
2021-07-02,TOPIX,TOPIX_INDEX_JPX,1945.23,1958.47,1943.99,1956.31,1956.31,,2021-07-02
2021-07-05,TOPIX,TOPIX_INDEX_JPX,1950.19,1952.2,1943.9,1948.99,1948.99,,2021-07-05
2021-07-06,TOPIX,TOPIX_INDEX_JPX,1955.39,1960.21,1948.84,1954.5,1954.5,,2021-07-06
2021-07-07,TOPIX,TOPIX_INDEX_JPX,1933.31,1944.46,1926.61,1937.68,1937.68,,2021-07-07
2021-07-08,TOPIX,TOPIX_INDEX_JPX,1934.68,1937.37,1920.32,1920.32,1920.32,,2021-07-08
2021-07-09,TOPIX,TOPIX_INDEX_JPX,1897.8,1916.55,1881.01,1912.38,1912.38,,2021-07-09
2021-07-12,TOPIX,TOPIX_INDEX_JPX,1943.33,1955.54,1942.71,1953.33,1953.33,,2021-07-12
2021-07-13,TOPIX,TOPIX_INDEX_JPX,1964.17,1973.35,1962.82,1967.64,1967.64,,2021-07-13
2021-07-14,TOPIX,TOPIX_INDEX_JPX,1955.33,1970.01,1954.99,1963.16,1963.16,,2021-07-14
2021-07-15,TOPIX,TOPIX_INDEX_JPX,1958.67,1960.62,1937.73,1939.61,1939.61,,2021-07-15
2021-07-16,TOPIX,TOPIX_INDEX_JPX,1930.11,1942.69,1925.74,1932.19,1932.19,,2021-07-16
2021-07-19,TOPIX,TOPIX_INDEX_JPX,1912.85,1917.91,1900.0,1907.13,1907.13,,2021-07-19
2021-07-20,TOPIX,TOPIX_INDEX_JPX,1886.42,1899.0,1883.86,1888.89,1888.89,,2021-07-20
2021-07-21,TOPIX,TOPIX_INDEX_JPX,1913.33,1924.64,1899.84,1904.41,1904.41,,2021-07-21
2021-07-26,TOPIX,TOPIX_INDEX_JPX,1933.9,1937.59,1922.28,1925.62,1925.62,,2021-07-26
2021-07-27,TOPIX,TOPIX_INDEX_JPX,1934.18,1940.91,1932.03,1938.04,1938.04,,2021-07-27
2021-07-28,TOPIX,TOPIX_INDEX_JPX,1922.18,1931.96,1913.42,1919.65,1919.65,,2021-07-28
2021-07-29,TOPIX,TOPIX_INDEX_JPX,1928.19,1931.49,1921.73,1927.43,1927.43,,2021-07-29
2021-07-30,TOPIX,TOPIX_INDEX_JPX,1922.19,1924.62,1900.86,1901.08,1901.08,,2021-07-30
2021-08-02,TOPIX,TOPIX_INDEX_JPX,1917.65,1942.08,1917.61,1940.05,1940.05,,2021-08-02
2021-08-03,TOPIX,TOPIX_INDEX_JPX,1928.58,1936.38,1922.53,1931.14,1931.14,,2021-08-03
2021-08-04,TOPIX,TOPIX_INDEX_JPX,1928.73,1930.6,1918.58,1921.43,1921.43,,2021-08-04
2021-08-05,TOPIX,TOPIX_INDEX_JPX,1917.66,1928.98,1917.66,1928.98,1928.98,,2021-08-05
2021-08-06,TOPIX,TOPIX_INDEX_JPX,1927.63,1932.47,1923.43,1929.34,1929.34,,2021-08-06
2021-08-10,TOPIX,TOPIX_INDEX_JPX,1933.69,1950.63,1932.1,1936.28,1936.28,,2021-08-10
2021-08-11,TOPIX,TOPIX_INDEX_JPX,1947.28,1956.2,1946.32,1954.08,1954.08,,2021-08-11
2021-08-12,TOPIX,TOPIX_INDEX_JPX,1962.84,1970.38,1952.63,1953.55,1953.55,,2021-08-12
2021-08-13,TOPIX,TOPIX_INDEX_JPX,1955.83,1960.41,1953.44,1956.39,1956.39,,2021-08-13
2021-08-16,TOPIX,TOPIX_INDEX_JPX,1945.86,1948.08,1921.07,1924.98,1924.98,,2021-08-16
2021-08-17,TOPIX,TOPIX_INDEX_JPX,1932.37,1935.83,1915.63,1915.63,1915.63,,2021-08-17
2021-08-18,TOPIX,TOPIX_INDEX_JPX,1915.91,1931.37,1910.86,1923.97,1923.97,,2021-08-18
2021-08-19,TOPIX,TOPIX_INDEX_JPX,1911.33,1915.11,1896.68,1897.19,1897.19,,2021-08-19
2021-08-20,TOPIX,TOPIX_INDEX_JPX,1893.3,1903.54,1877.38,1880.68,1880.68,,2021-08-20
2021-08-23,TOPIX,TOPIX_INDEX_JPX,1897.91,1918.57,1897.91,1915.14,1915.14,,2021-08-23
2021-08-24,TOPIX,TOPIX_INDEX_JPX,1925.21,1938.06,1925.21,1934.2,1934.2,,2021-08-24
2021-08-25,TOPIX,TOPIX_INDEX_JPX,1937.92,1946.92,1933.8,1935.66,1935.66,,2021-08-25
2021-08-26,TOPIX,TOPIX_INDEX_JPX,1939.42,1940.45,1930.85,1935.35,1935.35,,2021-08-26
2021-08-27,TOPIX,TOPIX_INDEX_JPX,1926.08,1930.12,1919.5,1928.77,1928.77,,2021-08-27
2021-08-30,TOPIX,TOPIX_INDEX_JPX,1943.51,1950.14,1937.66,1950.14,1950.14,,2021-08-30
2021-08-31,TOPIX,TOPIX_INDEX_JPX,1943.43,1968.63,1937.84,1960.7,1960.7,,2021-08-31
2021-09-01,TOPIX,TOPIX_INDEX_JPX,1965.74,1982.49,1965.54,1980.79,1980.79,,2021-09-01
2021-09-02,TOPIX,TOPIX_INDEX_JPX,1981.53,1987.45,1973.66,1983.57,1983.57,,2021-09-02
2021-09-03,TOPIX,TOPIX_INDEX_JPX,1988.58,2018.57,1987.48,2015.45,2015.45,,2021-09-03
2021-09-06,TOPIX,TOPIX_INDEX_JPX,2034.22,2042.82,2033.25,2041.22,2041.22,,2021-09-06
2021-09-07,TOPIX,TOPIX_INDEX_JPX,2056.45,2071.28,2054.44,2063.38,2063.38,,2021-09-07
2021-09-08,TOPIX,TOPIX_INDEX_JPX,2058.69,2079.61,2057.58,2079.61,2079.61,,2021-09-08
2021-09-09,TOPIX,TOPIX_INDEX_JPX,2065.58,2075.28,2060.43,2064.93,2064.93,,2021-09-09
2021-09-10,TOPIX,TOPIX_INDEX_JPX,2066.88,2091.65,2066.88,2091.65,2091.65,,2021-09-10
2021-09-13,TOPIX,TOPIX_INDEX_JPX,2084.71,2097.71,2079.87,2097.71,2097.71,,2021-09-13
2021-09-14,TOPIX,TOPIX_INDEX_JPX,2105.79,2120.18,2103.02,2118.87,2118.87,,2021-09-14
2021-09-15,TOPIX,TOPIX_INDEX_JPX,2101.38,2103.57,2088.92,2096.39,2096.39,,2021-09-15
2021-09-16,TOPIX,TOPIX_INDEX_JPX,2101.79,2103.29,2080.94,2090.16,2090.16,,2021-09-16
2021-09-17,TOPIX,TOPIX_INDEX_JPX,2090.31,2102.93,2085.57,2100.17,2100.17,,2021-09-17
