paper,run_id,window_start,window_end,spec,year_fe,industry_fe,nobs,r2,beta_gpt_z,se_gpt_z,p_gpt_z,beta_ln_market_cap,se_ln_market_cap,p_ln_market_cap,beta_ln_volatility,se_ln_volatility,p_ln_volatility,beta_lmmd_z,se_lmmd_z,p_lmmd_z,beta_neg_z,se_neg_z,p_neg_z,beta_pos_z,se_pos_z,p_pos_z,beta_disagreement,se_disagreement,p_disagreement
paper1,1,0,0,LMMD+DISAGREE+Controls,False,False,1086,0.01131972392115832,,,,0.012580448028248042,0.038039485452254995,0.7408554099767923,-0.11665293472339508,0.13253125275172944,0.3787553625597728,0.1841235831048634,0.06276806768336146,0.0033527622630045092,,,,,,,0.08622229450419784,0.06004042433681533,0.15098222304581566
paper1,1,0,0,LMMD+DISAGREE+Controls+IndFE,False,True,1086,0.059925951330549565,,,,-0.01553250520414776,0.041085506471098716,0.7053911096513232,-0.08156989901775334,0.128563991926968,0.5257746311510089,0.19321753424403917,0.06256359905116164,0.002012794664754722,,,,,,,0.09581106739050474,0.06086220898079185,0.11543446781134598
paper1,1,0,0,LMMD+DISAGREE+Controls+YearFE,True,False,1086,0.02076284142634155,,,,0.023936931510178,0.038629770788211976,0.5354883422860469,0.1730694538618577,0.20086650025161687,0.38889978592476626,0.1600861173982215,0.0758723131669183,0.034863423293069684,,,,,,,0.07437005728427576,0.06748199112987549,0.27043008540727864
paper1,1,0,0,LMMD+DISAGREE+Controls+YearFE+IndFE,True,True,1086,0.07053247138052343,,,,-0.002161394476393357,0.0418584640054051,0.9588189083178931,0.27359802045990167,0.1996117236614952,0.17048375803392624,0.1643943060025687,0.07439989312632499,0.027132653216301247,,,,,,,0.08718142343417443,0.06598924815746672,0.1864527270888675
paper1,1,0,1,GPT,False,False,1086,0.007478324570804107,0.18733692018157586,0.07236042803821877,0.009627142825388926,,,,,,,,,,,,,,,,,,
paper1,1,0,1,GPT+IndFE,False,True,1086,0.06881880621649683,0.1901123345774564,0.0748432705395958,0.011080831795347768,,,,,,,,,,,,,,,,,,
paper1,1,0,1,GPT+YearFE,True,False,1086,0.020078551108216547,0.15969282396752746,0.08539371449060822,0.061473121745932405,,,,,,,,,,,,,,,,,,
paper1,1,0,1,GPT+YearFE+IndFE,True,True,1086,0.08123732304894837,0.16189648881122662,0.08627912799997156,0.06059666440687485,,,,,,,,,,,,,,,,,,
paper1,1,0,1,GPT+Controls,False,False,1086,0.007713735932504906,0.1894177617272749,0.07572266358431068,0.012367988700234561,-0.022372985860296832,0.054177636755372405,0.6796387739611323,0.037811780317429954,0.1883900028336071,0.8409252451250895,,,,,,,,,,,,
paper1,1,0,1,GPT+Controls+IndFE,False,True,1086,0.06935789927526659,0.19495034009548357,0.07920512727316602,0.013842110872743833,-0.03892617072747922,0.05359372672706549,0.4676429057773066,0.05243563198851463,0.19506066514039147,0.7880704744448,,,,,,,,,,,,
paper1,1,0,1,GPT+Controls+YearFE,True,False,1086,0.02502102066547396,0.15724620575890752,0.0847095437101329,0.06341101129526962,-0.002971025830880491,0.05296060504402899,0.9552631083101105,0.5256743972531831,0.26971205365582035,0.051292943154657274,,,,,,,,,,,,
paper1,1,0,1,GPT+Controls+YearFE+IndFE,True,True,1086,0.08735919603863473,0.16406372476550854,0.08564292723520255,0.055406907576933506,-0.017677921504964687,0.05216246631175625,0.7346841737481905,0.6191823021473962,0.28341547924372223,0.028909684074521724,,,,,,,,,,,,
paper1,1,0,1,LMMD,False,False,1086,0.011098182289667635,,,,,,,,,,0.22821655641542113,0.07561353067649003,0.0025428326784227313,,,,,,,,,
paper1,1,0,1,LMMD+IndFE,False,True,1086,0.0711161982677656,,,,,,,,,,0.23960443303897283,0.0791611587882385,0.0024716323770061607,,,,,,,,,
paper1,1,0,1,LMMD+YearFE,True,False,1086,0.023494893889595803,,,,,,,,,,0.19584784175782263,0.08206994208030459,0.017016414802356467,,,,,,,,,
paper1,1,0,1,LMMD+YearFE+IndFE,True,True,1086,0.0834559733019351,,,,,,,,,,0.20148205691683801,0.08449839911818256,0.01710475519231219,,,,,,,,,
paper1,1,0,1,LMMD+Controls,False,False,1086,0.011345576666040191,,,,-0.02633965073297247,0.05566837455108813,0.6361041252501756,0.01650279249688686,0.1806994929673858,0.927232545304055,0.2289198199557899,0.07630375680379689,0.0026988030867988143,,,,,,,,,
paper1,1,0,1,LMMD+Controls+IndFE,False,True,1086,0.07173807436244006,,,,-0.04833295361620276,0.05334910834720443,0.364949132773693,-0.0006792289235302175,0.18427110951052547,0.9970589798609427,0.24245851991996537,0.08067148421526756,0.002651405529281676,,,,,,,,,
paper1,1,0,1,LMMD+Controls+YearFE,True,False,1086,0.02851074318106761,,,,-0.005076288209590378,0.05448775312569076,0.9257734024354543,0.5271021511457767,0.27081299458408753,0.051610371335292525,0.19511365207551887,0.08097344385106113,0.015969996269102914,,,,,,,,,
paper1,1,0,1,LMMD+Controls+YearFE+IndFE,True,True,1086,0.08910731108415826,,,,-0.024546750510277153,0.052498540671549764,0.6400920157902894,0.5837244590127192,0.28410259104783336,0.03991518023891313,0.195918487366299,0.08468423782739178,0.020694189998059498,,,,,,,,,
paper1,1,0,1,GPT+LMMD,False,False,1086,0.013137678289152466,0.10864149521491345,0.07785101625751335,0.16286355863462498,,,,,,,0.18097464135523847,0.08187205390343481,0.027073472909631024,,,,,,,,,
paper1,1,0,1,GPT+LMMD+IndFE,False,True,1086,0.07320823844031688,0.11426628396945307,0.08033838637879212,0.15493557773816657,,,,,,,0.18202095140541835,0.08510219836586035,0.03244770961754734,,,,,,,,,
paper1,1,0,1,GPT+LMMD+YearFE,True,False,1086,0.02471053110749133,0.09285166562317532,0.08566382229272572,0.2784057820108363,,,,,,,0.16472669652332958,0.08342560947761295,0.04832106332268508,,,,,,,,,
paper1,1,0,1,GPT+LMMD+YearFE+IndFE,True,True,1086,0.08474291398635758,0.09931653530949743,0.0877041656510744,0.25746468476607687,,,,,,,0.16363110318327187,0.0860542589564964,0.057238179950724916,,,,,,,,,
paper1,1,0,1,GPT+LMMD+Controls,False,False,1086,0.013448696719167152,0.11173846385873747,0.08062598197782861,0.16578154897177877,-0.02166789539558307,0.054211864930492806,0.6893854685009254,0.061624810803214115,0.18728690360352077,0.7421257446235352,0.18241510352721652,0.08172917560215069,0.02561853459080959,,,,,,,,,
paper1,1,0,1,GPT+LMMD+Controls+IndFE,False,True,1086,0.07389731417968748,0.11825609804710403,0.08402929476873784,0.1593325533671286,-0.0443302112886696,0.05272655895343814,0.4004842109974901,0.05770126259585092,0.19409237836677393,0.7662469270469435,0.185296513588901,0.08557706110868234,0.03036784572484576,,,,,,,,,
