Ticker,EventDate,Sentiment,CAR
4151.T,2018-03-16,0.0140073081607795,0.0020108035900206333
4151.T,2019-03-14,0.0161659046374918,0.02721879873553109
4151.T,2020-03-12,0.01524926686217,-0.03952492285745197
4151.T,2021-03-09,0.0181651376146789,0.0015235848263257306
4151.T,2022-03-08,0.0159326888650196,0.01867238106999413
4151.T,2023-03-09,0.0170925706549331,0.010516924655878227
4502.T,2018-06-28,0.0114517265680056,0.03978273087913598
4502.T,2019-06-27,0.0081203575475261,0.005123391284075873
4502.T,2020-06-24,0.0080256821829855,-0.01724798505486628
4502.T,2021-06-29,0.0081222883664615,-0.0032110331412066664
4502.T,2022-06-29,0.0094830389075539,0.017502408480641957
4503.T,2018-06-15,0.0097087378640776,0.032286098726806836
4503.T,2019-06-18,0.0135206786850477,0.01331905728139124
4503.T,2020-06-18,0.0118770978569584,-0.005914097214519166
4503.T,2021-06-18,0.012935586061246,0.0051897067680676656
4503.T,2022-06-20,0.0124688279301745,0.02299445858014696
4506.T,2018-06-19,0.0129248444231689,0.030294058419775657
4506.T,2019-06-20,0.0155670867309117,-0.02241462456368801
4506.T,2020-06-23,0.0155053974484789,0.025006700261506167
4506.T,2021-06-24,0.0171255148493388,0.032248211315665076
4506.T,2022-06-23,0.0177677677677677,0.023726723000779736
4507.T,2018-06-20,0.0099173553719008,-0.00031791939559419786
4507.T,2019-06-18,0.0084187408491947,-0.006878382530695299
4507.T,2020-06-24,0.0102639296187683,-0.026179336343479805
4507.T,2021-06-23,0.0158631415241057,0.005807353912493256
4507.T,2022-06-24,0.0196439533456108,-0.01594404371103998
4519.T,2018-03-22,0.0058997050147492,0.007336118404507694
4519.T,2019-03-28,0.0155829165063485,0.015961713675221877
4519.T,2020-03-30,0.0149080348499515,0.10086591587681634
4519.T,2021-03-23,0.0141106572595618,-0.023286357910238222
4519.T,2022-03-29,0.016025641025641,0.006466590549902528
4519.T,2023-03-30,0.0147424511545293,-0.015603273323475622
4523.T,2018-06-20,0.0138678769541099,0.008720046094023598
4523.T,2019-06-20,0.0161933233682112,-0.00035403805546627143
