Ticker,EventDate,Sentiment,CAR
4151.T,2018-03-16,0.0097442143727162,0.0044348411293104895
4151.T,2019-03-14,0.0070215545395166,0.012435946883685897
4151.T,2020-03-12,0.0070381231671554,-0.0398833557905607
4151.T,2021-03-09,0.0080733944954128,-0.023215624480471007
4151.T,2022-03-08,0.0068027210884353,0.011246015365450937
4151.T,2023-03-09,0.0069385682856659,0.002488684265999178
4502.T,2018-06-28,0.0179704016913319,0.05803014314695011
4502.T,2019-06-27,0.0134709807377565,-0.012575039132508348
4502.T,2020-06-24,0.0142322097378277,-0.008110502400851278
4502.T,2021-06-29,0.0132680859650892,0.0009344903493700716
4502.T,2022-06-29,0.0134930096456052,0.01786400026794218
4503.T,2018-06-15,0.0097087378640776,0.03048343382209106
4503.T,2019-06-18,0.0098091198303287,0.022047874077905913
4503.T,2020-06-18,0.0072295378259746,-0.0031072171684388902
4503.T,2021-06-18,0.0089757127771911,0.006601342742276041
4503.T,2022-06-20,0.0077306733167082,0.02574413215303134
4506.T,2018-06-19,0.0090952608903781,0.01866938234737802
4506.T,2019-06-20,0.0160612799604645,-0.02724193982645564
4506.T,2020-06-23,0.0080471050049067,0.022306612496363586
4506.T,2021-06-24,0.0112724907869065,0.013190319658644225
4506.T,2022-06-23,0.0102602602602602,0.031669402248577366
4507.T,2018-06-20,0.0033057851239669,0.008828212280162142
4507.T,2019-06-18,0.0069546120058565,0.003916236465615057
4507.T,2020-06-24,0.0090420332355816,-0.016530996228627023
4507.T,2021-06-23,0.0055987558320373,0.0014621303620312234
4507.T,2022-06-24,0.0061387354205033,0.03945240176137989
4519.T,2018-03-22,0.0088495575221238,0.007336118404507694
4519.T,2019-03-28,0.0063485956136975,-0.003225873321607179
4519.T,2020-03-30,0.0063891577928363,0.10562664707767006
4519.T,2021-03-23,0.0068696620868919,-0.008627484413547517
4519.T,2022-03-29,0.0044070512820512,0.007594396691652032
4519.T,2023-03-30,0.0051509769094138,-0.008008235740051228
4523.T,2018-06-20,0.0075642965204236,0.00929848078327874
4523.T,2019-06-20,0.0059790732436472,-0.01620444298702388
4523.T,2020-06-19,0.0050152638464893,-0.0026261390985440744
4523.T,2021-06-18,0.0061567605967321,0.09267791925720774
4568.T,2018-06-18,0.007886864291542,0.023872542247743996
4568.T,2019-06-17,0.0086872586872586,0.03012035140465969
4568.T,2020-06-15,0.0048151332760103,-0.004482910017166129
4568.T,2021-06-21,0.0065442646791492,0.0010342553544887174
4568.T,2022-06-27,0.0048317823908375,0.011372529363386738
4578.T,2018-03-30,0.0127536231884057,0.00018487060734684833
4578.T,2019-03-29,0.0111225188227241,-0.0015497370478135247
4578.T,2020-03-30,0.0091473938557128,0.059927940111408916
4578.T,2021-03-31,0.0122901159771507,-0.00772284464921353
4578.T,2022-03-31,0.0077628793225123,-0.002084556264291613
4578.T,2023-03-31,0.0092382778455638,-0.009772362034924664
6479.T,2018-06-28,0.002357255107386,0.00770944185859505
6479.T,2019-06-27,0.0064708810353409,0.02848791212848216
6479.T,2020-06-26,0.0061811341037355,-0.005729049981502884
6479.T,2021-06-29,0.0067567567567567,0.04934629016434032
6479.T,2022-06-29,0.0054711246200607,-0.017093691012439894
