paper,run_id,window_start,window_end,spec,year_fe,industry_fe,nobs,r2,beta_gpt_z,se_gpt_z,p_gpt_z,beta_lmmd_z,se_lmmd_z,p_lmmd_z,beta_neg_z,se_neg_z,p_neg_z,beta_pos_z,se_pos_z,p_pos_z
paper1,2026-03-08_062530,-1,1,LMMD_Neg+YearFE,True,False,1087,0.03466871817037154,,,,,,,-0.0022403326650620187,0.000926783729519807,0.015635273272864694,,,
paper1,2026-03-08_062530,-1,1,LMMD_Neg+YearFE+IndFE,True,True,1087,0.08128824351297215,,,,,,,-0.00155821228628729,0.0009870374278600693,0.11441039529453315,,,
paper1,2026-03-08_062530,-1,1,LMMD_Pos,False,False,1087,0.003412195998036216,,,,,,,,,,0.0015930168342697555,0.0007522614701879039,0.03420580956748683
paper1,2026-03-08_062530,-1,1,LMMD_Pos+IndFE,False,True,1087,0.05644425879429216,,,,,,,,,,0.002476617814738077,0.0009251606899759322,0.007429358687444396
paper1,2026-03-08_062530,-1,1,LMMD_Pos+YearFE,True,False,1087,0.031017153318432023,,,,,,,,,,0.001370023591581416,0.0007998192482586594,0.08672790131837274
paper1,2026-03-08_062530,-1,1,LMMD_Pos+YearFE+IndFE,True,True,1087,0.08332843065442386,,,,,,,,,,0.0022193034425711227,0.0009766095582842583,0.023058909011791213
paper1,2026-03-08_062530,-1,1,LMMD_PosNeg,False,False,1087,0.01352196469730882,,,,,,,-0.0027510896681710597,0.0008877985064137063,0.0019432116700510184,0.0013700730762704779,0.0007430611448430654,0.0652089696568331
paper1,2026-03-08_062530,-1,1,LMMD_PosNeg+IndFE,False,True,1087,0.06127414372549911,,,,,,,-0.0021145979135149123,0.0009402289391207832,0.02451093778645366,0.0021650429709460057,0.0009069168276358784,0.016974649573666883
paper1,2026-03-08_062530,-1,1,LMMD_PosNeg+YearFE,True,False,1087,0.036672063487871887,,,,,,,-0.0021581832260649946,0.0009119092901176979,0.017949201937820507,0.001237103061115363,0.0007849183271769716,0.11500473016101147
paper1,2026-03-08_062530,-1,1,LMMD_PosNeg+YearFE+IndFE,True,True,1087,0.08503733249268475,,,,,,,-0.0013304856342407027,0.0009642886641890541,0.16766096525573448,0.002058688591789538,0.0009574116937086818,0.03153428101165403
paper1,2026-03-08_062530,-1,1,GPT+Neg+Pos,False,False,1087,0.014807189110995211,0.0011256878714217176,0.0009317193527218829,0.22697671887976079,,,,-0.002220885805317664,0.0009251790186433835,0.016373001613205918,0.001233981166073111,0.0007581084216393901,0.10358624980572306
